Strain ID;Systematic gene name;Allele/Gene name;Single mutant fitness (26°);Single mutant fitness (26°) stddev;Single mutant fitness (30°);Single mutant fitness (30°) stddev;;;;;
YHR185C_sn1052;YHR185C;pfs1;1,017;0,0243;1,017;0,0243;;;;;
YHR186C_damp579;YHR186C;kog1_damp;0,992;0,006;0,992;0,006;;;;;
YHR186C_tsa291;YHR186C;kog1-1;0,9627;0,0327;0,9006;0,1122;;;;;
YHR186C_tsq291;YHR186C;kog1-1;0,9627;0,0327;0,9006;0,1122;;;;;
YHR187W_sn1987;YHR187W;iki1;0,79;0,0561;0,79;0,0561;;;;;
YHR188C_damp580;YHR188C;gpi16_damp;0,7835;0,0946;0,7835;0,0946;;;;;
YHR188C_tsa1166;YHR188C;gpi16-5001;0,9914;0,0582;0,9173;0,0315;;;;;
YHR188C_tsq1411;YHR188C;gpi16-5001;0,9914;0,0582;0,9173;0,0315;;;;;
YHR189W_dma2229;YHR189W;pth1;0,8715;0,0275;0,8715;0,0275;;;;;
YHR189W_sn3925;YHR189W;pth1;0,8715;0,0275;0,8715;0,0275;;;;;
YHR190W_damp70;YHR190W;erg9_damp;1,01;0,0216;1,01;0,0216;;;;;
YHR190W_tsa1128;YHR190W;erg9-5001;0,7131;0,0444;0,6843;0,0348;;;;;
YHR190W_tsq1337;YHR190W;erg9-5001;0,7131;0,0444;0,6843;0,0348;;;;;
YHR191C_dma2228;YHR191C;ctf8;0,8718;0,1142;0,8718;0,1142;;;;;
YHR191C_sn1456;YHR191C;ctf8;0,8718;0,1142;0,8718;0,1142;;;;;
YHR191C_tsa322;YHR191C;ctf8-162;0,7825;0,0499;0,508;0,055;;;;;
YHR191C_tsa323;YHR191C;ctf8-9;0,8845;0,0464;0,6658;0,0719;;;;;
YHR192W_sn3460;YHR192W;lnp1;1,003;0,0271;1,003;0,0271;;;;;
YHR193C_sn289;YHR193C;egd2;0,971;0,0418;0,971;0,0418;;;;;
YHR194W_sn2677;YHR194W;mdm31;0,628;0,026;0,628;0,026;;;;;
YHR195W_dma2225;YHR195W;nvj1;1,0303;0,0573;1,0303;0,0573;;;;;
YHR195W_sn286;YHR195W;nvj1;1,0303;0,0573;1,0303;0,0573;;;;;
YHR196W_damp581;YHR196W;utp9_damp;0,992;0,0092;0,992;0,0092;;;;;
YHR196W_tsa1135;YHR196W;utp9-5001;0,6923;0,0382;0,6108;0,0719;;;;;
YHR196W_tsq1378;YHR196W;utp9-5001;0,6923;0,0382;0,6108;0,0719;;;;;
YHR197W_tsq1341;YHR197W;rix1-5001;0,7587;0,0063;0,6993;0,0153;;;;;
YHR198C_dma2224;YHR198C;aim18;0,9387;0,1468;0,9387;0,1468;;;;;
YHR198C_sn2510;YHR198C;aim18;0,9387;0,1468;0,9387;0,1468;;;;;
YHR199C_dma2223;YHR199C;aim46;0,9895;0,072;0,9895;0,072;;;;;
YHR199C_sn2518;YHR199C;aim46;0,9895;0,072;0,9895;0,072;;;;;
YHR199C-A_sn4518;YHR199C-A;nbl1;0,9845;0,0407;0,9845;0,0407;;;;;
YHR200W_dma2222;YHR200W;rpn10;0,8355;0,1275;0,8355;0,1275;;;;;
YHR200W_sn1664;YHR200W;rpn10;0,8355;0,1275;0,8355;0,1275;;;;;
YHR201C_sn2929;YHR201C;ppx1;1,0115;0,0351;1,0115;0,0351;;;;;
YHR202W_dma2244;YHR202W;yhr202w;1,0105;0,0784;1,0105;0,0784;;;;;
YHR202W_sn3787;YHR202W;yhr202w;1,0105;0,0784;1,0105;0,0784;;;;;
YHR203C_dma2243;YHR203C;rps4b;0,7282;0,0687;0,7282;0,0687;;;;;
YHR203C_sn4014;YHR203C;rps4b;0,7282;0,0687;0,7282;0,0687;;;;;
YHR204W_dma2242;YHR204W;mnl1;1,0488;0,0581;1,0488;0,0581;;;;;
YHR204W_sn218;YHR204W;mnl1;1,0488;0,0581;1,0488;0,0581;;;;;
YHR205W_S40;YHR205W;sch9-supp1;NaN;NaN;NaN;NaN;;;;;
YHR206W_dma2241;YHR206W;skn7;0,9382;0,0617;0,9382;0,0617;;;;;
YHR206W_sn1619;YHR206W;skn7;0,9382;0,0617;0,9382;0,0617;;;;;
YHR207C_dma2240;YHR207C;set5;1,0225;0,0868;1,0225;0,0868;;;;;
YHR207C_sn1712;YHR207C;set5;1,0225;0,0868;1,0225;0,0868;;;;;
YHR208W_sn4329;YHR208W;bat1;0,65;0,0368;0,65;0,0368;;;;;
YHR209W_dma2239;YHR209W;crg1;1,0175;0,0423;1,0175;0,0423;;;;;
YHR210C_dma2238;YHR210C;yhr210c;1,012;0,0376;1,012;0,0376;;;;;
YHR210C_sn2765;YHR210C;yhr210c;1,012;0,0376;1,012;0,0376;;;;;
YHR212W-A_sn4519;YHR212W-A;yhr212w-a;1,0165;0,0107;1,0165;0,0107;;;;;
YHR213W_sn4520;YHR213W;yhr213w;1,0045;0,0204;1,0045;0,0204;;;;;
YHR213W-B_sn4522;YHR213W-B;yhr213w-b;1,0135;0,0215;1,0135;0,0215;;;;;
YHR215W_sn2754;YHR215W;pho12;1,029;0,0371;1,029;0,0371;;;;;
YHR216W_sn4345;YHR216W;imd2;1,0475;0,0421;1,0475;0,0421;;;;;
YHR218W_sn3232;YHR218W;yhr218w;1,0295;0,026;1,0295;0,026;;;;;
YIL001W_dma2237;YIL001W;yil001w;1,041;0,0613;1,041;0,0613;;;;;
YIL001W_sn3461;YIL001W;yil001w;1,041;0,0613;1,041;0,0613;;;;;
YIL002C_dma2236;YIL002C;inp51;1,0112;0,0655;1,0112;0,0655;;;;;
YIL002C_sn149;YIL002C;inp51;1,0112;0,0655;1,0112;0,0655;;;;;
YIL002W-A_sn4525;YIL002W-A;yil002w-a;0,9935;0,0248;0,9935;0,0248;;;;;
YIL003W_damp583;YIL003W;cfd1_damp;0,9605;0,0405;0,9605;0,0405;;;;;
YIL003W_tsq1990;YIL003W;cfd1-5001;0,8053;0,0112;0,8901;0,0168;;;;;
YIL003W_tsq1991;YIL003W;cfd1-5002;0,7539;0,0084;0,7469;0,0099;;;;;
YIL003W_tsq1992;YIL003W;cfd1-5003;0,8557;0,014;0,8872;0,0138;;;;;
YIL004C_tsa792;YIL004C;bet1-1;0,9034;0,0507;0,6789;0,1469;;;;;
YIL004C_tsq1171;YIL004C;bet1-1;0,9034;0,0507;0,6789;0,1469;;;;;
YIL005W_dma2235;YIL005W;eps1;1,0092;0,0485;1,0092;0,0485;;;;;
YIL005W_sn365;YIL005W;eps1;1,0092;0,0485;1,0092;0,0485;;;;;
YIL006W_dma2234;YIL006W;yia6;1,0135;0,0758;1,0135;0,0758;;;;;
YIL006W_sn2269;YIL006W;yia6;1,0135;0,0758;1,0135;0,0758;;;;;
YIL007C_dma2256;YIL007C;nas2;0,9895;0,0657;0,9895;0,0657;;;;;
YIL007C_sn3885;YIL007C;nas2;0,9895;0,0657;0,9895;0,0657;;;;;
YIL008W_dma2255;YIL008W;urm1;0,8645;0,0381;0,8645;0,0381;;;;;
YIL008W_sn4146;YIL008W;urm1;0,8645;0,0381;0,8645;0,0381;;;;;
YIL009C-A_dma2254;YIL009C-A;est3;0,9925;0,1737;0,9925;0,1737;;;;;
YIL009C-A_sn1646;YIL009C-A;est3;0,9925;0,1737;0,9925;0,1737;;;;;
YIL009W_damp1206;YIL009W;faa3_damp;1,0135;0,0106;1,0135;0,0106;;;;;
YIL009W_sn2149;YIL009W;faa3;1,0155;0,0299;1,0155;0,0299;;;;;
YIL010W_dma2253;YIL010W;dot5;1,0005;0,1216;1,0005;0,1216;;;;;
YIL010W_sn1976;YIL010W;dot5;1,0005;0,1216;1,0005;0,1216;;;;;
YIL011W_sn1116;YIL011W;tir3;0,9975;0,0287;0,9975;0,0287;;;;;
YIL012W_dma2251;YIL012W;yil012w;1,0305;0,0102;1,0305;0,0102;;;;;
YIL013C_dma2250;YIL013C;pdr11;1,0078;0,1085;1,0078;0,1085;;;;;
YIL013C_sn2232;YIL013C;pdr11;1,0078;0,1085;1,0078;0,1085;;;;;
YIL014C-A_dma2248;YIL014C-A;yil014c-a;NaN;NaN;0,97256;0,026529;;;;;
YIL014C-A_sn4712;YIL014C-A;yil014c-a;0,995;0,0377;0,995;0,0377;;;;;
YIL014W_dma2249;YIL014W;mnt3;1,006;0,024;1,006;0,024;;;;;
YIL014W_sn868;YIL014W;mnt3;1,006;0,024;1,006;0,024;;;;;
YIL015W_dma2247;YIL015W;bar1;1,0217;0,0334;1,0217;0,0334;;;;;
YIL015W_sn947;YIL015W;bar1;1,0217;0,0334;1,0217;0,0334;;;;;
YIL016W_dma2246;YIL016W;snl1;1,0425;0,0126;1,0425;0,0126;;;;;
YIL016W_sn293;YIL016W;snl1;1,0425;0,0126;1,0425;0,0126;;;;;
YIL017C_dma2268;YIL017C;vid28;0,966;0,0322;0,966;0,0322;;;;;
YIL017C_sn1488;YIL017C;vid28;0,966;0,0322;0,966;0,0322;;;;;
YIL018W_sn3964;YIL018W;rpl2b;0,366;0,0173;0,366;0,0173;;;;;
YIL019W_damp584;YIL019W;faf1_damp;0,945;0,059;0,945;0,059;;;;;
YIL019W_tsq1993;YIL019W;faf1-5001;0,8529;0,0112;0,8981;0,0227;;;;;
YIL021W_tsq1136;YIL021W;rpb3-2;1,0613;0,0081;1,0481;0,0083;;;;;
YIL021W_tsq2727;YIL021W;rpb3-5001;0,9763;0,0127;NaN;NaN;;;;;
YIL022W_damp585;YIL022W;tim44_damp;0,855;0,1241;0,855;0,1241;;;;;
YIL022W_tsa956;YIL022W;tim44-8;0,8739;0,0456;0,8229;0,0619;;;;;
YIL023C_dma2266;YIL023C;yke4;1,0243;0,0531;1,0243;0,0531;;;;;
YIL023C_sn3234;YIL023C;yke4;1,0243;0,0531;1,0243;0,0531;;;;;
YIL024C_dma2265;YIL024C;yil024c;1,034;0,0483;1,034;0,0483;;;;;
YIL024C_sn3235;YIL024C;yil024c;1,034;0,0483;1,034;0,0483;;;;;
YIL025C_dma2264;YIL025C;yil025c;1,023;0,016;1,023;0,016;;;;;
YIL026C_damp586;YIL026C;irr1_damp;1,037;0,0189;1,037;0,0189;;;;;
YIL026C_tsq1069;YIL026C;irr1-1;0,9321;0,0054;0,8847;0,0205;;;;;
YIL027C_dma2263;YIL027C;emc5;0,979;0,1016;0,979;0,1016;;;;;
YIL027C_sn66;YIL027C;emc5;0,979;0,1016;0,979;0,1016;;;;;
YIL028W_dma2262;YIL028W;yil028w;0,9765;0,0095;0,9765;0,0095;;;;;
YIL029C_dma2261;YIL029C;yil029c;0,9892;0,0542;0,9892;0,0542;;;;;
YIL030C_dma2260;YIL030C;ssm4;1,0208;0,0567;1,0208;0,0567;;;;;
YIL030C_sn1840;YIL030C;ssm4;1,0208;0,0567;1,0208;0,0567;;;;;
YIL031W_damp587;YIL031W;ulp2_damp;1,0075;0,0227;1,0075;0,0227;;;;;
YIL032C_dma2259;YIL032C;yil032c;1,041;0,0178;1,041;0,0178;;;;;
YIL033C_sn1016;YIL033C;bcy1;0,933;0,006;0,933;0,006;;;;;
YIL034C_dma2258;YIL034C;cap2;1,0005;0,0457;1,0005;0,0457;;;;;
YIL034C_sn596;YIL034C;cap2;1,0005;0,0457;1,0005;0,0457;;;;;
YIL035C_dma2280;YIL035C;cka1;0,956;0,0982;0,956;0,0982;;;;;
YIL035C_sn1539;YIL035C;cka1;0,956;0,0982;0,956;0,0982;;;;;
YIL036W_dma2279;YIL036W;cst6;0,906;0,0799;0,906;0,0799;;;;;
YIL036W_sn2110;YIL036W;cst6;0,906;0,0799;0,906;0,0799;;;;;
YIL037C_dma2278;YIL037C;prm2;1,0145;0,0936;1,0145;0,0936;;;;;
YIL037C_sn793;YIL037C;prm2;1,0145;0,0936;1,0145;0,0936;;;;;
YIL038C_sn1992;YIL038C;not3;0,8635;0,0521;0,8635;0,0521;;;;;
YIL039W_dma2276;YIL039W;ted1;0,9995;0,0533;0,9995;0,0533;;;;;
YIL039W_sn87;YIL039W;ted1;0,9995;0,0533;0,9995;0,0533;;;;;
YIL040W_sn1480;YIL040W;apq12;0,5948;0,2699;0,5948;0,2699;;;;;
YIL041W_dma2274;YIL041W;gvp36;0,9922;0,0469;0,9922;0,0469;;;;;
YIL041W_sn3415;YIL041W;gvp36;0,9922;0,0469;0,9922;0,0469;;;;;
YIL042C_dma2273;YIL042C;pkp1;0,9905;0,0335;0,9905;0,0335;;;;;
YIL042C_sn2499;YIL042C;pkp1;0,9905;0,0335;0,9905;0,0335;;;;;
YIL043C_dma2272;YIL043C;cbr1;1,0025;0,0422;1,0025;0,0422;;;;;
YIL043C_sn2637;YIL043C;cbr1;1,0025;0,0422;1,0025;0,0422;;;;;
YIL044C_dma2271;YIL044C;age2;0,9233;0,0746;0,9233;0,0746;;;;;
YIL044C_sn201;YIL044C;age2;0,9233;0,0746;0,9233;0,0746;;;;;
YIL045W_dma2270;YIL045W;pig2;1,0085;0,0519;1,0085;0,0519;;;;;
YIL045W_sn2790;YIL045W;pig2;1,0085;0,0519;1,0085;0,0519;;;;;
YIL046W_damp73;YIL046W;met30_damp;0,989;0,0664;0,989;0,0664;;;;;
YIL046W_tsa947;YIL046W;met30-9;0,9045;0,0586;0,8475;0,0691;;;;;
YIL046W_tsa948;YIL046W;met30-6;0,6673;0,0181;0,5954;0,0353;;;;;
YIL046W_tsq939;YIL046W;met30-9;0,9045;0,0586;0,8475;0,0691;;;;;
YIL046W-A_sn4526;YIL046W-A;yil046w-a;0,955;0,009;0,955;0,009;;;;;
YIL047C_dma2292;YIL047C;syg1;0,9948;0,0696;0,9948;0,0696;;;;;
YIL047C_sn1026;YIL047C;syg1;0,9948;0,0696;0,9948;0,0696;;;;;
YIL048W_damp588;YIL048W;neo1_damp;0,975;0,0422;0,975;0,0422;;;;;
YIL048W_tsa188;YIL048W;neo1-2;0,6925;0,1018;0,5548;0,1758;;;;;
YIL048W_tsq188;YIL048W;neo1-2;0,6925;0,1018;0,5548;0,1758;;;;;
YIL049W_sn963;YIL049W;dfg10;0,994;0,007;0,994;0,007;;;;;
YIL050W_dma2290;YIL050W;pcl7;0,995;0,0505;0,995;0,0505;;;;;
YIL050W_sn2954;YIL050W;pcl7;0,995;0,0505;0,995;0,0505;;;;;
YIL051C_damp589;YIL051C;mmf1_damp;0,9475;0,0446;0,9475;0,0446;;;;;
YIL052C_dma2289;YIL052C;rpl34b;0,9683;0,0688;0,9683;0,0688;;;;;
YIL052C_sn3969;YIL052C;rpl34b;0,9683;0,0688;0,9683;0,0688;;;;;
YIL053W_dma2288;YIL053W;gpp1;0,9525;0,0652;0,9525;0,0652;;;;;
YIL053W_sn1618;YIL053W;gpp1;0,9525;0,0652;0,9525;0,0652;;;;;
YIL054W_dma2287;YIL054W;yil054w;0,9935;0,0103;0,9935;0,0103;;;;;
YIL055C_dma2286;YIL055C;yil055c;1,0147;0,0178;1,0147;0,0178;;;;;
YIL055C_sn3237;YIL055C;yil055c;1,0147;0,0178;1,0147;0,0178;;;;;
YIL056W_dma2285;YIL056W;vhr1;0,9647;0,0763;0,9647;0,0763;;;;;
YIL056W_sn3598;YIL056W;vhr1;0,9647;0,0763;0,9647;0,0763;;;;;
YIL057C_dma2284;YIL057C;rgi2;1,0257;0,0508;1,0257;0,0508;;;;;
YIL057C_sn3462;YIL057C;rgi2;1,0257;0,0508;1,0257;0,0508;;;;;
YIL058W_dma2283;YIL058W;yil058w;0,9725;0,0062;0,9725;0,0062;;;;;
YIL059C_dma2282;YIL059C;yil059c;1,009;0,01;1,009;0,01;;;;;
YIL061C_damp590;YIL061C;snp1_damp;1,008;0,0292;1,008;0,0292;;;;;
YIL062C_tsa888;YIL062C;arc15-10;0,707;0,2233;0,5397;0,2458;;;;;
YIL062C_tsq888;YIL062C;arc15-10;0,707;0,2233;0,5397;0,2458;;;;;
YIL063C_damp592;YIL063C;yrb2_damp;1,029;0,0112;1,029;0,0112;;;;;
YIL064W_dma2326;YIL064W;efm4;0,9965;0,0858;0,9965;0,0858;;;;;
YIL064W_sn3810;YIL064W;efm4;0,9965;0,0858;0,9965;0,0858;;;;;
YIL065C_dma2325;YIL065C;fis1;0,9265;0,1192;0,9265;0,1192;;;;;
YIL065C_sn2655;YIL065C;fis1;0,9265;0,1192;0,9265;0,1192;;;;;
YIL066C_dma2324;YIL066C;rnr3;1,041;0,021;1,041;0,021;;;;;
YIL066C_sn1305;YIL066C;rnr3;1,041;0,021;1,041;0,021;;;;;
YIL067C_dma2323;YIL067C;yil067c;1,006;0,013;1,006;0,013;;;;;
YIL068C_damp593;YIL068C;sec6_damp;1,0005;0,0278;1,0005;0,0278;;;;;
YIL068C_tsa38;YIL068C;sec6-4;1,0064;0,1008;0,9282;0,09;;;;;
YIL068C_tsq41;YIL068C;sec6-4;1,0064;0,1008;0,9282;0,09;;;;;
YIL069C_sn4002;YIL069C;rps24b;0,8905;0,0486;0,8905;0,0486;;;;;
YIL070C_sn2456;YIL070C;mam33;0,814;0,0752;0,814;0,0752;;;;;
YIL071C_dma2321;YIL071C;pci8;1,0062;0,0686;1,0062;0,0686;;;;;
YIL071C_sn1957;YIL071C;pci8;1,0062;0,0686;1,0062;0,0686;;;;;
YIL072W_dma2320;YIL072W;hop1;0,9885;0,1345;0,9885;0,1345;;;;;
YIL072W_sn1376;YIL072W;hop1;0,9885;0,1345;0,9885;0,1345;;;;;
YIL073C_dma2319;YIL073C;spo22;1,008;0,0345;1,008;0,0345;;;;;
YIL073C_sn1369;YIL073C;spo22;1,008;0,0345;1,008;0,0345;;;;;
YIL074C_dma2318;YIL074C;ser33;1,025;0,0494;1,025;0,0494;;;;;
YIL074C_sn4462;YIL074C;ser33;1,025;0,0494;1,025;0,0494;;;;;
YIL076W_sn202;YIL076W;sec28;0,8845;0,125;0,8845;0,125;;;;;
YIL077C_dma2339;YIL077C;yil077c;0,9735;0,1383;0,9735;0,1383;;;;;
YIL077C_sn2572;YIL077C;yil077c;0,9735;0,1383;0,9735;0,1383;;;;;
YIL078W_damp74;YIL078W;ths1_damp;0,8365;0,0188;0,8365;0,0188;;;;;
YIL078W_tsq2617;YIL078W;ths1-5009;NaN;NaN;NaN;NaN;;;;;
YIL079C_dma2338;YIL079C;air1;1,0015;0,0268;1,0015;0,0268;;;;;
YIL079C_sn1846;YIL079C;air1;1,0015;0,0268;1,0015;0,0268;;;;;
YIL080W_sn3882;YIL080W;yil080w;1,0085;0,0116;1,0085;0,0116;;;;;
YIL083C_damp595;YIL083C;cab2_damp;1,028;0,0079;1,028;0,0079;;;;;
YIL083C_tsa1212;YIL083C;cab2-5001;0,9409;0,0182;0,9458;0,0313;;;;;
YIL084C_dma2337;YIL084C;sds3;0,778;0,24;0,778;0,24;;;;;
YIL084C_sn1802;YIL084C;sds3;0,778;0,24;0,778;0,24;;;;;
YIL085C_dma5315;YIL085C;ktr7;1,0092;0,0234;1,0092;0,0234;;;;;
YIL085C_sn750;YIL085C;ktr7;1,0092;0,0234;1,0092;0,0234;;;;;
YIL086C_dma2336;YIL086C;yil086c;1,0015;0,0132;1,0015;0,0132;;;;;
YIL087C_dma2335;YIL087C;aim19;1,0413;0,0434;1,0413;0,0434;;;;;
YIL087C_sn2573;YIL087C;aim19;1,0413;0,0434;1,0413;0,0434;;;;;
YIL088C_dma2334;YIL088C;avt7;1,0202;0,0333;1,0202;0,0333;;;;;
YIL088C_sn2441;YIL088C;avt7;1,0202;0,0333;1,0202;0,0333;;;;;
YIL089W_dma2333;YIL089W;yil089w;1,0252;0,0412;1,0252;0,0412;;;;;
YIL089W_sn3239;YIL089W;yil089w;1,0252;0,0412;1,0252;0,0412;;;;;
YIL090W_dma2332;YIL090W;ice2;0,6405;0,0735;0,6405;0,0735;;;;;
YIL090W_sn181;YIL090W;ice2;0,6405;0,0735;0,6405;0,0735;;;;;
YIL091C_damp596;YIL091C;utp25_damp;1,0275;0,0134;1,0275;0,0134;;;;;
YIL091C_tsq2018;YIL091C;utp25-5005;0,9258;0,0112;1,1233;0,0148;;;;;
YIL091C_tsq2021;YIL091C;utp25-5003;0,7109;0,0103;0,7054;0,0099;;;;;
YIL092W_dma2331;YIL092W;yil092w;1,0217;0,0426;1,0217;0,0426;;;;;
YIL092W_sn3599;YIL092W;yil092w;1,0217;0,0426;1,0217;0,0426;;;;;
YIL093C_dma2330;YIL093C;rsm25;1,0165;0,0154;1,0165;0,0154;;;;;
YIL093C_sn4066;YIL093C;rsm25;0,443;0,017;0,443;0,017;;;;;
YIL095W_dma2329;YIL095W;prk1;1,0025;0,0336;1,0025;0,0336;;;;;
YIL095W_sn1547;YIL095W;prk1;1,0025;0,0336;1,0025;0,0336;;;;;
YIL096C_dma2351;YIL096C;bmt5;1,0367;0,0157;1,0367;0,0157;;;;;
YIL096C_sn3749;YIL096C;bmt5;1,0367;0,0157;1,0367;0,0157;;;;;
YIL097W_dma2350;YIL097W;fyv10;0,9837;0,0551;0,9837;0,0551;;;;;
YIL097W_sn3832;YIL097W;fyv10;0,9837;0,0551;0,9837;0,0551;;;;;
YIL098C_dma2349;YIL098C;fmc1;0,924;0,1395;0,924;0,1395;;;;;
YIL098C_sn2693;YIL098C;fmc1;0,924;0,1395;0,924;0,1395;;;;;
YIL099W_dma2348;YIL099W;sga1;0,9933;0,0558;0,9933;0,0558;;;;;
YIL099W_sn1065;YIL099W;sga1;0,9933;0,0558;0,9933;0,0558;;;;;
YIL100W_dma2347;YIL100W;yil100w;1,0025;0,0037;1,0025;0,0037;;;;;
YIL101C_dma2346;YIL101C;xbp1;1,018;0,0582;1,018;0,0582;;;;;
YIL101C_sn1623;YIL101C;xbp1;1,018;0,0582;1,018;0,0582;;;;;
YIL102C_dma5313;YIL102C;yil102c;1,0235;0,0362;1,0235;0,0362;;;;;
YIL102C_sn4527;YIL102C;yil102c;1,0235;0,0362;1,0235;0,0362;;;;;
YIL103W_dma2345;YIL103W;dph1;0,9877;0,0093;0,9877;0,0093;;;;;
YIL103W_sn4422;YIL103W;dph1;0,9877;0,0093;0,9877;0,0093;;;;;
YIL104C_damp597;YIL104C;shq1_damp;1,0095;0,0372;1,0095;0,0372;;;;;
YIL104C_tsa1100;YIL104C;shq1-5001;0,9013;0,0844;0,7837;0,155;;;;;
YIL104C_tsq1329;YIL104C;shq1-5001;0,9013;0,0844;0,7837;0,155;;;;;
YIL105C_dma2344;YIL105C;slm1;1,0318;0,0242;1,0318;0,0242;;;;;
YIL105C_sn553;YIL105C;slm1;1,0318;0,0242;1,0318;0,0242;;;;;
YIL106W_damp75;YIL106W;mob1_damp;1,001;0,019;1,001;0,019;;;;;
YIL106W_tsa1258;YIL106W;mob1-5001;0,8274;0,0533;0,5669;0,0558;;;;;
YIL107C_dma2343;YIL107C;pfk26;1,0377;0,1046;1,0377;0,1046;;;;;
YIL107C_sn2831;YIL107C;pfk26;1,0377;0,1046;1,0377;0,1046;;;;;
YIL108W_dma2342;YIL108W;yil108w;1,0137;0,0859;1,0137;0,0859;;;;;
YIL109C_damp598;YIL109C;sec24_damp;0,9565;0,0717;0,9565;0,0717;;;;;
YIL109C_tsa189;YIL109C;sec24-2;0,9731;0,0428;0,8827;0,0398;;;;;
YIL109C_tsq1089;YIL109C;sec24-2;0,9731;0,0428;0,8827;0,0398;;;;;
YIL110W_dma2341;YIL110W;hpm1;0,781;0,0487;0,781;0,0487;;;;;
YIL111W_dma5312;YIL111W;cox5b;1,0132;0,1264;1,0132;0,1264;;;;;
YIL111W_sn2651;YIL111W;cox5b;1,0132;0,1264;1,0132;0,1264;;;;;
YIL112W_dma2363;YIL112W;hos4;0,96;0,1194;0,96;0,1194;;;;;
YIL112W_sn1360;YIL112W;hos4;0,96;0,1194;0,96;0,1194;;;;;
YIL113W_dma2362;YIL113W;sdp1;0,9993;0,129;0,9993;0,129;;;;;
YIL113W_sn849;YIL113W;sdp1;0,9993;0,129;0,9993;0,129;;;;;
YIL114C_dma2361;YIL114C;por2;1,0502;0,0675;1,0502;0,0675;;;;;
YIL115C_damp599;YIL115C;nup159_damp;1,021;0,0409;1,021;0,0409;;;;;
YIL115C_tsa553;YIL115C;nup159-1;0,7711;0,047;0,687;0,0705;;;;;
YIL117C_dma2359;YIL117C;prm5;1,0188;0,0833;1,0188;0,0833;;;;;
YIL117C_sn795;YIL117C;prm5;1,0188;0,0833;1,0188;0,0833;;;;;
YIL118W_damp600;YIL118W;rho3_damp;0,92;0,0542;0,92;0,0542;;;;;
YIL118W_tsa654;YIL118W;rho3-1;0,9527;0,0878;0,7764;0,0476;;;;;
YIL118W_tsa836;YIL118W;rho3-ser228;0,9161;0,0184;0,7632;0,0302;;;;;
YIL118W_tsq654;YIL118W;rho3-1;0,9527;0,0878;0,7764;0,0476;;;;;
YIL119C_dma2358;YIL119C;rpi1;0,9835;0,0812;0,9835;0,0812;;;;;
YIL119C_sn3024;YIL119C;rpi1;0,9835;0,0812;0,9835;0,0812;;;;;
YIL120W_dma2357;YIL120W;qdr1;1,0125;0,0571;1,0125;0,0571;;;;;
YIL120W_sn2403;YIL120W;qdr1;1,0125;0,0571;1,0125;0,0571;;;;;
YIL121W_sn2215;YIL121W;qdr2;0,9955;0,0397;0,9955;0,0397;;;;;
YIL122W_dma5311;YIL122W;pog1;0,9198;0,1381;0,9198;0,1381;;;;;
YIL122W_sn1580;YIL122W;pog1;0,9198;0,1381;0,9198;0,1381;;;;;
YIL123W_dma2356;YIL123W;sim1;0,9932;0,0809;0,9932;0,0809;;;;;
YIL123W_sn1432;YIL123W;sim1;0,9932;0,0809;0,9932;0,0809;;;;;
YIL124W_dma2355;YIL124W;ayr1;1,0397;0,101;1,0397;0,101;;;;;
YIL124W_sn2927;YIL124W;ayr1;1,0397;0,101;1,0397;0,101;;;;;
YIL125W_sn4713;YIL125W;kgd1;0,948;0,0352;0,948;0,0352;;;;;
YIL126W_damp76;YIL126W;sth1_damp;1,0135;0,0274;1,0135;0,0274;;;;;
YIL127C_sn3720;YIL127C;rrt14;0,9745;0,0132;0,9745;0,0132;;;;;
YIL128W_sn2099;YIL128W;met18;0,5575;0,0683;0,5575;0,0683;;;;;
YIL129C_S378;YIL129C;tao3-5001-supp1;NaN;NaN;NaN;NaN;;;;;
YIL129C_S379;YIL129C;tao3-5007-supp1;NaN;NaN;NaN;NaN;;;;;
YIL129C_S380;YIL129C;tao3-5011-supp1;NaN;NaN;NaN;NaN;;;;;
YIL129C_tsq2022;YIL129C;tao3-5001-supp1;0,6082;0,0103;0,3804;0,0237;;;;;
YIL129C_tsq2028;YIL129C;tao3-5007-supp1;0,7838;0,0121;0,5542;0,0217;;;;;
YIL129C_tsq2031;YIL129C;tao3-5010;0,7165;0,0103;0,4278;0,0346;;;;;
YIL129C_tsq2032;YIL129C;tao3-5011-supp1;0,6838;0,0215;0,6264;0,0099;;;;;
YIL130W_dma2353;YIL130W;asg1;1,028;0,0589;1,028;0,0589;;;;;
YIL130W_sn1733;YIL130W;asg1;1,028;0,0589;1,028;0,0589;;;;;
YIL131C_dma5310;YIL131C;fkh1;1,0085;0,0435;1,0085;0,0435;;;;;
YIL132C_dma2375;YIL132C;csm2;0,9852;0,0772;0,9852;0,0772;;;;;
YIL132C_sn1402;YIL132C;csm2;0,9852;0,0772;0,9852;0,0772;;;;;
YIL133C_dma2374;YIL133C;rpl16a;0,925;0,037;0,925;0,037;;;;;
YIL133C_sn4077;YIL133C;rpl16a;0,925;0,037;0,925;0,037;;;;;
YIL134C-A_sn4528;YIL134C-A;yil134c-a;1,0075;0,0168;1,0075;0,0168;;;;;
YIL134W_dma2373;YIL134W;flx1;0,637;0,2702;0,637;0,2702;;;;;
YIL134W_sn2289;YIL134W;flx1;0,637;0,2702;0,637;0,2702;;;;;
YIL135C_dma2372;YIL135C;vhs2;0,9785;0,0833;0,9785;0,0833;;;;;
