chrI	YAR003W	155005	156285	1
chrI	YAR007C	156754	158619	-1
chrI	YAR008W	158966	159793	1
chrI	YAR009C	160597	164187	-1
chrI	YAR010C	164544	165866	-1
chrI	YAR014C	166742	168871	-1
chrI	YAR015W	169375	170295	1
chrI	YAR018C	170396	171703	-1
chrI	YAR019C	172211	175135	-1
chrI	YAR020C	176856	177023	-1
chrI	YAR023C	179281	179820	-1
chrI	YAR027W	183770	184477	1
chrI	YAR028W	184892	185596	1
chrI	YAR029W	186321	186545	1
chrI	YAR031W	186836	187732	1
chrI	YAR033W	188107	188811	1
chrI	YAR035W	190193	192256	1
chrI	YAR042W	192619	196185	1
chrI	YAR047C	201467	201787	-1
chrI	YAR050W	203403	208016	1
chrI	YAR053W	208367	208663	1
chrI	YAR060C	217157	217492	-1
chrI	YAR061W	218140	219145	1
chrI	YAR064W	220198	220497	1
chrI	YAR068W	222406	222891	1
chrI	YAR069C	224011	224304	-1
chrI	YAR070C	224563	224862	-1
chrI	YAR071W	225460	226863	1
chrI	YAR073W	227742	228953	1
chrII	YBL001C	237153	237467	-1
chrII	YBL002W	236492	236887	1
chrII	YBL003C	235394	235792	-1
chrII	YBL004W	227636	235117	1
chrII	YBL005W	217470	220400	1
chrII	YBL006C	216587	217129	-1
chrII	YBL007C	212632	216366	-1
chrII	YBL008W	209653	212175	1
chrII	YBL009W	207194	209224	1
chrII	YBL010C	206107	206949	-1
chrII	YBL011W	203538	205817	1
chrII	YBL012C	203406	203807	-1
chrII	YBL013W	202056	203261	1
chrII	YBL014C	199064	201748	-1
chrII	YBL015W	194122	195702	1
chrII	YBL016W	192451	193512	1
chrII	YBL017C	186844	191583	-1
chrII	YBL018C	185998	186474	-1
chrII	YBL019W	184353	185915	1
chrII	YBL020W	182401	184125	1
chrII	YBL021C	181660	182094	-1
chrII	YBL022C	177874	181275	-1
chrII	YBL023C	174920	177526	-1
chrII	YBL024W	172534	174588	1
chrII	YBL025W	171481	171918	1
chrII	YBL026W	170623	171038	1
chrII	YBL027W	168423	169376	1
chrII	YBL028C	167518	167838	-1
chrII	YBL029W	166134	167264	1
chrII	YBL030C	163041	163997	-1
chrII	YBL031W	161699	162715	1
chrII	YBL032W	160184	161329	1
chrII	YBL033C	158656	159693	-1
chrII	YBL034C	153848	158389	-1
chrII	YBL035C	151493	153610	-1
chrII	YBL036C	150447	151220	-1
chrII	YBL037W	147209	150286	1
chrII	YBL038W	146187	146885	1
chrII	YBL039C	143989	145728	-1
chrII	YBL040C	142112	142868	-1
chrII	YBL041W	141247	141972	1
chrII	YBL042C	138341	140260	-1
chrII	YBL043W	136688	137461	1
chrII	YBL044W	135998	136366	1
chrII	YBL045C	134143	135516	-1
chrII	YBL046W	132424	133749	1
chrII	YBL047C	127895	132040	-1
chrII	YBL048W	127299	127610	1
chrII	YBL049W	126828	127244	1
chrII	YBL050W	125125	126119	1
chrII	YBL051C	122753	124759	-1
chrII	YBL052C	119379	121874	-1
chrII	YBL053W	119335	119709	1
chrII	YBL054W	117589	119166	1
chrII	YBL055C	115573	116829	-1
chrII	YBL056W	113762	115168	1
chrII	YBL057C	112801	113427	-1
chrII	YBL058W	111437	112708	1
chrII	YBL059W	110594	111244	1
chrII	YBL060W	107932	109995	1
chrII	YBL061C	105316	107406	-1
chrII	YBL062W	105308	105688	1
chrII	YBL063W	101886	105221	1
chrII	YBL064C	100371	101156	-1
chrII	YBL065W	99963	100307	1
chrII	YBL066C	96669	100115	-1
chrII	YBL067C	93639	95882	-1
chrII	YBL068W	92414	93394	1
chrII	YBL069W	90741	92030	1
chrII	YBL070C	90605	90925	-1
chrII	YBL071C	90223	90531	-1
chrII	YBL072C	88523	89125	-1
chrII	YBL073W	87646	87957	1
chrII	YBL074C	86722	87789	-1
chrII	YBL075C	84499	86448	-1
chrII	YBL076C	81043	84261	-1
chrII	YBL077W	80897	81328	1
chrII	YBL078C	80378	80731	-1
chrII	YBL079W	75259	79767	1
chrII	YBL080C	73070	74695	-1
chrII	YBL081W	71866	72972	1
chrII	YBL082C	69751	71127	-1
chrII	YBL083C	69713	70138	-1
chrII	YBL084C	67169	69445	-1
chrII	YBL085W	63876	66818	1
chrII	YBL086C	61202	62602	-1
chrII	YBL087C	59822	60739	-1
chrII	YBL088C	51019	59382	-1
chrII	YBL089W	49574	50953	1
chrII	YBL090W	48825	49358	1
chrII	YBL091C	47363	48628	-1
chrII	YBL092W	45978	46370	1
chrII	YBL093C	44256	44918	-1
chrII	YBL094C	43765	44097	-1
chrII	YBL095W	43277	44089	1
chrII	YBL096C	43174	43482	-1
chrII	YBL097W	40831	43095	1
chrII	YBL098W	39145	40527	1
chrII	YBL099W	37053	38690	1
chrII	YBL100C	36989	37303	-1
chrII	YBL101C	24946	28299	-1
chrII	YBL102W	24098	24745	1
chrII	YBL103C	22076	23536	-1
chrII	YBL104C	18177	21293	-1
chrII	YBL105C	14241	17696	-1
chrII	YBL106C	10847	13879	-1
chrII	YBL107C	9961	10551	-1
chrII	YBL108W	8177	8482	1
chrII	YBR001C	238941	241283	-1
chrII	YBR002C	241708	242568	-1
chrII	YBR003W	242809	244230	1
chrII	YBR004C	244366	245667	-1
chrII	YBR005W	245906	246547	1
chrII	YBR006W	247010	248503	1
chrII	YBR007C	248806	251016	-1
chrII	YBR008C	252563	254209	-1
chrII	YBR009C	255373	255684	-1
chrII	YBR010W	256331	256741	1
chrII	YBR011C	257112	257975	-1
chrII	YBR012C	259147	259566	-1
chrII	YBR013C	265492	265881	-1
chrII	YBR014C	266725	267336	-1
chrII	YBR015C	267710	269503	-1
chrII	YBR016W	270247	270633	1
chrII	YBR017C	270947	273703	-1
chrII	YBR018C	274427	275527	-1
chrII	YBR019C	276253	278352	-1
chrII	YBR020W	279021	280607	1
chrII	YBR021W	281443	283344	1
chrII	YBR022W	283738	284271	1
chrII	YBR023C	284428	287925	-1
chrII	YBR024W	289445	290350	1
chrII	YBR025C	290681	291865	-1
chrII	YBR026C	292877	294019	-1
chrII	YBR027C	294024	294356	-1
chrII	YBR028C	294425	296002	-1
chrII	YBR029C	296369	297742	-1
chrII	YBR030W	298292	299950	1
chrII	YBR031W	300166	301254	1
chrII	YBR032W	301519	301821	1
chrII	YBR033W	301944	304703	1
chrII	YBR034C	304930	305976	-1
chrII	YBR035C	306269	306955	-1
chrII	YBR036C	309081	310313	-1
chrII	YBR037C	310565	311452	-1
chrII	YBR038W	311898	314789	1
chrII	YBR039W	315575	316510	1
chrII	YBR040W	316968	317864	1
chrII	YBR041W	318266	320275	1
chrII	YBR042C	320416	321609	-1
chrII	YBR043C	321876	323945	-1
chrII	YBR044C	324341	326059	-1
chrII	YBR045C	328173	330092	-1
chrII	YBR046C	330507	331511	-1
chrII	YBR047W	331833	332360	1
chrII	YBR048W	332831	333812	1
chrII	YBR049C	334386	336818	-1
chrII	YBR050C	337183	338199	-1
chrII	YBR051W	337988	338338	1
chrII	YBR052C	338720	339352	-1
chrII	YBR053C	339675	340751	-1
chrII	YBR054W	343101	344135	1
chrII	YBR055C	344602	347301	-1
chrII	YBR056W	347879	349384	1
chrII	YBR057C	352193	353293	-1
chrII	YBR058C	353672	356017	-1
chrII	YBR059C	356861	360187	-1
chrII	YBR060C	360652	362514	-1
chrII	YBR061C	364787	365719	-1
chrII	YBR062C	365976	366600	-1
chrII	YBR063C	366970	368184	-1
chrII	YBR064W	367763	368191	1
chrII	YBR065C	368584	369678	-1
chrII	YBR066C	370037	370699	-1
chrII	YBR067C	372103	372735	-1
chrII	YBR068C	373861	375690	-1
chrII	YBR069C	376574	378433	-1
chrII	YBR070C	379221	379934	-1
chrII	YBR071W	380411	381046	1
chrII	YBR072W	382030	382674	1
chrII	YBR073W	383112	385988	1
chrII	YBR074W	386286	389216	1
chrII	YBR076W	390227	391291	1
chrII	YBR077C	391805	392293	-1
chrII	YBR078W	393123	394742	1
chrII	YBR079C	395383	398277	-1
chrII	YBR080C	398614	400890	-1
chrII	YBR081C	401253	405251	-1
chrII	YBR082C	406628	407169	-1
chrII	YBR083W	409169	410629	1
chrII	YBR084W	411054	413981	1
chrII	YBR085W	415983	416906	1
chrII	YBR086C	420201	423041	-1
chrII	YBR087W	423765	424829	1
chrII	YBR088C	424990	425766	-1
chrII	YBR089W	425183	425782	1
chrII	YBR090C	426333	427058	-1
chrII	YBR091C	427155	427484	-1
chrII	YBR092C	427698	429101	-1
chrII	YBR093C	429548	430951	-1
chrII	YBR094W	432036	434297	1
chrII	YBR095C	434406	435698	-1
chrII	YBR096W	436021	436713	1
chrII	YBR097W	436951	441315	1
chrII	YBR098W	441515	443590	1
chrII	YBR099C	442924	443307	-1
chrII	YBR101C	443821	444693	-1
chrII	YBR102C	445062	447323	-1
chrII	YBR103W	447709	449316	1
chrII	YBR104W	449667	450656	1
chrII	YBR105C	450881	451969	-1
chrII	YBR106W	452658	453224	1
chrII	YBR107C	453793	454530	-1
chrII	YBR108W	454822	457665	1
chrII	YBR109C	457919	458362	-1
chrII	YBR110W	458872	460221	1
chrII	YBR111C	461178	461873	-1
chrII	YBR112C	462870	465770	-1
chrII	YBR113W	465566	466048	1
chrII	YBR114W	467248	469620	1
chrII	YBR115C	469748	473926	-1
chrII	YBR116C	474199	474726	-1
chrII	YBR117C	474392	476437	-1
chrII	YBR118W	477671	479047	1
chrII	YBR119W	479338	480323	1
chrII	YBR120C	480435	480923	-1
chrII	YBR121C	481364	483367	-1
chrII	YBR122C	483970	484503	-1
chrII	YBR123C	484742	486691	-1
chrII	YBR124W	486507	486866	1
chrII	YBR125C	487199	488380	-1
chrII	YBR126C	488905	490392	-1
chrII	YBR127C	491269	492822	-1
chrII	YBR128C	493081	494115	-1
chrII	YBR129C	494353	495339	-1
chrII	YBR130C	495592	496869	-1
chrII	YBR131W	497163	499277	1
chrII	YBR132C	499652	501442	-1
chrII	YBR133C	501804	504287	-1
chrII	YBR134W	504243	504644	1
chrII	YBR135W	504854	505306	1
chrII	YBR136W	505668	512774	1
chrII	YBR137W	513044	513583	1
chrII	YBR138C	513762	515336	-1
chrII	YBR139W	515664	517190	1
chrII	YBR140C	517350	526628	-1
chrII	YBR141C	527025	528038	-1
chrII	YBR142W	528317	530638	1
chrII	YBR143C	530869	532182	-1
chrII	YBR144C	533235	533549	-1
chrII	YBR145W	533762	534817	1
chrII	YBR146W	535260	536096	1
chrII	YBR147W	536575	537465	1
chrII	YBR148W	537876	539705	1
chrII	YBR149W	539987	541021	1
chrII	YBR150C	541209	544493	-1
chrII	YBR151W	545028	545978	1
chrII	YBR152W	546376	547251	1
chrII	YBR153W	547460	548194	1
chrII	YBR154C	548362	549009	-1
chrII	YBR155W	549771	550928	1
chrII	YBR156C	551104	553200	-1
chrII	YBR157C	553543	554310	-1
chrII	YBR158W	556549	558198	1
chrII	YBR159W	558685	559728	1
chrII	YBR160W	560078	560974	1
chrII	YBR161W	561634	562764	1
chrII	YBR162C	563203	564570	-1
chrII	YBR163W	565723	567480	1
chrII	YBR164C	567875	568426	-1
chrII	YBR165W	568852	569685	1
chrII	YBR166C	569842	571200	-1
chrII	YBR167C	571468	571890	-1
chrII	YBR168W	572371	573612	1
chrII	YBR169C	573915	575996	-1
chrII	YBR170C	576344	578086	-1
chrII	YBR171W	578364	578984	1
chrII	YBR172C	579150	581372	-1
chrII	YBR173C	581726	582172	-1
chrII	YBR174C	582338	582652	-1
chrII	YBR175W	582408	583355	1
chrII	YBR176W	583720	584658	1
chrII	YBR177C	584807	586162	-1
chrII	YBR178W	586071	586445	1
chrII	YBR179C	586547	589114	-1
chrII	YBR180W	589741	591459	1
chrII	YBR181C	591712	592774	-1
chrII	YBR182C	593506	594864	-1
chrII	YBR183W	596115	597065	1
chrII	YBR184W	597363	598934	1
chrII	YBR185C	599123	599959	-1
chrII	YBR186W	600553	602360	1
chrII	YBR187W	602634	603476	1
chrII	YBR188C	603685	604107	-1
chrII	YBR189W	604508	605508	1
chrII	YBR190W	605966	606277	1
chrII	YBR191W	606270	607140	1
chrII	YBR192W	607652	608785	1
chrII	YBR193C	609082	609753	-1
chrII	YBR194W	610038	610409	1
chrII	YBR195C	610614	611882	-1
chrII	YBR196C	612236	613900	-1
chrII	YBR197C	615203	615856	-1
chrII	YBR198C	616127	618523	-1
chrII	YBR199W	618909	620303	1
chrII	YBR200W	620872	622527	1
chrII	YBR201W	623576	624211	1
chrII	YBR202W	625772	628309	1
chrII	YBR203W	629168	631942	1
chrII	YBR204C	632254	633381	-1
chrII	YBR205W	633622	634836	1
chrII	YBR206W	634601	634924	1
chrII	YBR207W	635146	636543	1
chrII	YBR208C	636703	642210	-1
chrII	YBR209W	642583	642900	1
chrII	YBR210W	645550	645978	1
chrII	YBR211C	646158	647132	-1
chrII	YBR212W	647886	649904	1
chrII	YBR213W	650368	651192	1
chrII	YBR214W	651415	652998	1
chrII	YBR215W	653356	655317	1
chrII	YBR216C	655576	657600	-1
chrII	YBR217W	657832	658392	1
chrII	YBR218C	658707	662249	-1
chrII	YBR219C	662499	663303	-1
chrII	YBR220C	662995	664677	-1
chrII	YBR221C	665153	666253	-1
chrII	YBR222C	666720	668351	-1
chrII	YBR223C	668663	670297	-1
chrII	YBR224W	670125	670640	1
chrII	YBR225W	670627	673329	1
chrII	YBR226C	673155	673565	-1
chrII	YBR227C	673572	675134	-1
chrII	YBR228W	675313	676227	1
chrII	YBR229C	676357	679221	-1
chrII	YBR230C	679549	680050	-1
chrII	YBR231C	682179	683090	-1
chrII	YBR232C	683373	683732	-1
chrII	YBR233W	683428	684669	1
chrII	YBR234C	685438	686592	-1
chrII	YBR235W	686901	690263	1
chrII	YBR236C	690383	691693	-1
chrII	YBR237W	691969	694518	1
chrII	YBR238C	695107	697302	-1
chrII	YBR239C	698354	699943	-1
chrII	YBR240C	700490	701842	-1
chrII	YBR241C	702589	704055	-1
chrII	YBR242W	704670	705386	1
chrII	YBR243C	705447	706793	-1
chrII	YBR244W	707528	708016	1
chrII	YBR245C	708150	711539	-1
chrII	YBR246W	711591	712754	1
chrII	YBR247C	713004	714455	-1
chrII	YBR248C	714807	716465	-1
chrII	YBR249C	716882	717994	-1
chrII	YBR250W	719033	720604	1
chrII	YBR251W	721390	722313	1
chrII	YBR252W	722611	723054	1
chrII	YBR253W	723270	723635	1
chrII	YBR254C	723736	724263	-1
chrII	YBR255W	724456	726540	1
chrII	YBR256C	727386	728102	-1
chrII	YBR257W	728885	729724	1
chrII	YBR258C	729734	730162	-1
chrII	YBR259W	730387	732453	1
chrII	YBR260C	732639	734639	-1
chrII	YBR261C	734832	735530	-1
chrII	YBR262C	735720	736040	-1
chrII	YBR263W	736264	737736	1
chrII	YBR264C	737770	738369	-1
chrII	YBR265W	738582	739544	1
chrII	YBR266C	739936	740388	-1
chrII	YBR267W	739841	741022	1
chrII	YBR268W	741299	741616	1
chrII	YBR269C	742160	742576	-1
chrII	YBR270C	742761	744398	-1
chrII	YBR271W	744852	746111	1
chrII	YBR272C	746361	747803	-1
chrII	YBR273C	748061	749371	-1
chrII	YBR274W	749594	751177	1
chrII	YBR275C	751356	757106	-1
chrII	YBR276C	757620	760043	-1
chrII	YBR277C	760215	760616	-1
chrII	YBR278W	760294	760899	1
chrII	YBR279W	761257	762594	1
chrII	YBR280C	762784	764697	-1
chrII	YBR281C	764970	767606	-1
chrII	YBR282W	768240	768680	1
chrII	YBR283C	768943	770415	-1
chrII	YBR284W	771239	773632	1
chrII	YBR285W	773922	774356	1
chrII	YBR286W	774700	776313	1
chrII	YBR287W	776571	777854	1
chrII	YBR288C	778012	779463	-1
chrII	YBR289W	779667	782384	1
chrII	YBR290W	782591	783556	1
chrII	YBR291C	783673	784572	-1
chrII	YBR292C	784702	785073	-1
chrII	YBR293W	787006	788430	1
chrII	YBR294W	789235	791814	1
chrII	YBR295W	792849	796499	1
chrII	YBR296C	796798	798522	-1
chrII	YBR297W	800523	801929	1
chrII	YBR298C	802631	804475	-1
chrII	YBR299W	805351	807105	1
chrII	YBR300C	808600	809097	-1
chrII	YBR301W	809057	809419	1
chrII	YBR302C	810340	811479	-1
chrIII	YCL001W	111916	112482	1
chrIII	YCL002C	110808	111675	-1
chrIII	YCL004W	109105	110670	1
chrIII	YCL005W	108021	108791	1
chrIII	YCL007C	106974	107366	-1
chrIII	YCL008C	105696	106853	-1
chrIII	YCL009C	104619	105548	-1
chrIII	YCL010C	103571	104350	-1
chrIII	YCL011C	102075	103358	-1
chrIII	YCL014W	96281	101191	1
chrIII	YCL016C	94621	95763	-1
chrIII	YCL017C	92777	94270	-1
chrIII	YCL018W	91324	92418	1
chrIII	YCL019W	85102	90415	1
chrIII	YCL020W	85102	86418	1
chrIII	YCL022C	81570	82085	-1
chrIII	YCL023C	78949	79296	-1
chrIII	YCL024W	79162	82275	1
chrIII	YCL025C	76018	77919	-1
chrIII	YCL027W	71803	73341	1
chrIII	YCL028W	70150	71367	1
chrIII	YCL029C	68599	69921	-1
chrIII	YCL030C	65934	68333	-1
chrIII	YCL031C	64675	65568	-1
chrIII	YCL032W	63441	64481	1
chrIII	YCL033C	62776	63282	-1
chrIII	YCL034W	61658	62722	1
chrIII	YCL035C	60841	61173	-1
chrIII	YCL036W	59026	60726	1
chrIII	YCL037C	57374	58678	-1
chrIII	YCL038C	54941	56527	-1
chrIII	YCL039W	52645	54882	1
chrIII	YCL040W	50838	52340	1
chrIII	YCL041C	50133	50627	-1
chrIII	YCL042W	50584	50943	1
chrIII	YCL043C	48653	50221	-1
chrIII	YCL044C	47111	48364	-1
chrIII	YCL045C	44623	46905	-1
chrIII	YCL046W	46640	46963	1
chrIII	YCL047C	43661	44437	-1
chrIII	YCL048W	42165	43556	1
chrIII	YCL049C	39786	40724	-1
chrIII	YCL050C	37836	38801	-1
chrIII	YCL051W	35865	37616	1
chrIII	YCL052C	34143	35393	-1
chrIII	YCL054W	31449	33974	1
chrIII	YCL055W	27929	28936	1
chrIII	YCL056C	26925	27359	-1
chrIII	YCL057W	24768	26906	1
chrIII	YCL058C	23523	23981	-1
chrIII	YCL059C	22429	23379	-1
chrIII	YCL061C	18816	22106	-1
chrIII	YCL063W	17290	18561	1
chrIII	YCL064C	15798	16880	-1
chrIII	YCL065W	13751	14119	1
chrIII	YCL066W	13282	13809	1
chrIII	YCL067C	12386	13018	-1
chrIII	YCL068C	11503	12285	-1
chrIII	YCL069W	9706	11082	1
chrIII	YCL073C	6479	8326	-1
chrIII	YCL074W	2824	3750	1
chrIII	YCL075W	2126	2566	1
chrIII	YCL076W	1392	2135	1
chrIII	YCL026C-A	74704	75285	-1
chrIII	YCR001W	115685	115999	1
chrIII	YCR002C	117380	118348	-1
chrIII	YCR003W	118620	119171	1
chrIII	YCR004C	119575	120318	-1
chrIII	YCR005C	120946	122328	-1
chrIII	YCR006C	122530	123003	-1
chrIII	YCR007C	126011	126730	-1
chrIII	YCR008W	128470	130281	1
chrIII	YCR009C	130745	131542	-1
chrIII	YCR010C	132273	133124	-1
chrIII	YCR011C	133724	136873	-1
chrIII	YCR012W	137746	138996	1
chrIII	YCR013C	138402	139049	-1
chrIII	YCR014C	139185	140933	-1
chrIII	YCR015C	141217	142170	-1
chrIII	YCR016W	143634	144506	1
chrIII	YCR017C	144773	147634	-1
chrIII	YCR018C	148238	148903	-1
chrIII	YCR019W	152837	153928	1
chrIII	YCR020C	154012	154659	-1
chrIII	YCR020C-A	154830	155096	-1
chrIII	YCR021C	156109	157107	-1
chrIII	YCR022C	157421	157765	-1
chrIII	YCR023C	158538	160373	-1
chrIII	YCR024C	160744	162222	-1
chrIII	YCR024C-A	162945	163067	-1
chrIII	YCR025C	163446	163856	-1
chrIII	YCR026C	164111	166339	-1
chrIII	YCR027C	167370	167999	-1
chrIII	YCR028C	170886	172424	-1
chrIII	YCR030C	173826	176438	-1
chrIII	YCR031C	177500	178220	-1
chrIII	YCR032W	179520	186023	1
chrIII	YCR033W	186489	190169	1
chrIII	YCR034W	190592	191635	1
chrIII	YCR035C	191834	193018	-1
chrIII	YCR036W	193297	194298	1
chrIII	YCR037C	194414	197185	-1
chrIII	YCR038C	197621	199549	-1
chrIII	YCR039C	199546	200178	-1
chrIII	YCR040W	200442	200969	1
chrIII	YCR041W	200911	201243	1
chrIII	YCR042C	201174	205397	-1
chrIII	YCR043C	206261	206644	-1
chrIII	YCR044C	206877	207950	-1
chrIII	YCR045C	208135	209610	-1
chrIII	YCR046C	209914	210423	-1
chrIII	YCR047C	210718	211545	-1
chrIII	YCR048W	211929	213761	1
chrIII	YCR049C	211871	212317	-1
chrIII	YCR050C	213464	213772	-1
chrIII	YCR051W	214071	214739	1
chrIII	YCR052W	214994	216445	1
chrIII	YCR053W	216697	218241	1
chrIII	YCR054C	218376	220067	-1
chrIII	YCR057C	220457	223228	-1
chrIII	YCR059C	223454	224230	-1
chrIII	YCR060W	224399	224734	1
chrIII	YCR061W	225563	227458	1
chrIII	YCR063W	228318	228791	1
chrIII	YCR064C	228095	228505	-1
chrIII	YCR065W	229310	231004	1
chrIII	YCR066W	231500	232963	1
chrIII	YCR067C	233125	236322	-1
chrIII	YCR068W	237214	238776	1
chrIII	YCR069W	239055	240011	1
chrIII	YCR071C	240103	240543	-1
chrIII	YCR072C	240805	242352	-1
chrIII	YCR073C	242588	246583	-1
chrIII	YCR075C	248033	248815	-1
chrIII	YCR076C	249293	250045	-1
chrIII	YCR077C	250238	252628	-1
chrIII	YCR081W	254371	258654	1
chrIII	YCR082W	258883	259269	1
chrIII	YCR083W	259578	259961	1
chrIII	YCR084C	260311	262452	-1
chrIII	YCR085W	262916	263269	1
chrIII	YCR086W	263392	263964	1
chrIII	YCR087W	263976	264491	1
chrIII	YCR088W	265068	266846	1
chrIII	YCR089W	267434	272263	1
chrIII	YCR090C	272315	272863	-1
chrIII	YCR091W	274404	276566	1
chrIII	YCR092C	276764	279820	-1
chrIII	YCR093W	280117	286443	1
chrIII	YCR094W	286762	287937	1
chrIII	YCR095C	288170	289258	-1
chrIII	YCR096C	293179	293538	-1
chrIII	YCR097W	293835	294321	1
chrIII	YCR098C	297049	298605	-1
chrIII	YCR099C	300832	301299	-1
chrIII	YCR100C	301271	302221	-1
chrIII	YCR101C	302482	303030	-1
chrIII	YCR102C	304361	305467	-1
chrIII	YCR104W	307801	308175	1
chrIII	YCR105W	309070	310155	1
chrIII	YCR106W	310958	313456	1
chrIII	YCR107W	313890	314981	1
chrIII	YCR073W-A	246963	247910	1
chrV	YEL001C	150301	150978	-1
chrV	YEL002C	148722	150014	-1
chrV	YEL003W	148176	148599	1
chrV	YEL004W	146951	147979	1
chrV	YEL005C	145907	146755	-1
chrV	YEL006W	144327	145334	1
chrV	YEL007W	141892	143892	1
chrV	YEL008W	140512	140892	1
chrV	YEL009C	138918	139763	-1
chrV	YEL010W	136279	136629	1
chrV	YEL011W	133120	135234	1
chrV	YEL012W	131772	132551	1
chrV	YEL013W	128825	130561	1
chrV	YEL014C	128303	128608	-1
chrV	YEL015W	126629	128284	1
chrV	YEL016C	124737	126218	-1
chrV	YEL017W	123657	124670	1
chrV	YEL018W	121471	122310	1
chrV	YEL019C	120498	121301	-1
chrV	YEL020C	118617	120299	-1
chrV	YEL021W	116167	116970	1
chrV	YEL022W	111421	115800	1
chrV	YEL023C	108504	110552	-1
chrV	YEL024W	107260	107907	1
chrV	YEL025C	102581	106147	-1
chrV	YEL026W	101943	102323	1
chrV	YEL027W	100769	101251	1
chrV	YEL028W	98668	99129	1
chrV	YEL029C	96858	97796	-1
chrV	YEL030W	94644	96578	1
chrV	YEL031W	90258	93905	1
chrV	YEL032W	86937	89852	1
chrV	YEL033W	86179	86598	1
chrV	YEL034W	85676	86149	1
chrV	YEL035C	85045	85545	-1
chrV	YEL036C	83050	84552	-1
chrV	YEL037C	81407	82603	-1
chrV	YEL038W	80462	81145	1
chrV	YEL039C	79636	79977	-1
chrV	YEL040W	78053	79456	1
chrV	YEL041W	75944	77431	1
chrV	YEL042W	73771	75327	1
chrV	YEL043W	70478	73348	1
chrV	YEL044W	69757	70257	1
chrV	YEL045C	68840	69265	-1
chrV	YEL046C	67629	68792	-1
chrV	YEL047C	65385	66797	-1
chrV	YEL048C	64709	65167	-1
chrV	YEL049W	63728	64090	1
chrV	YEL050C	59670	60851	-1
chrV	YEL051W	58378	59148	1
chrV	YEL052W	56571	58100	1
chrV	YEL053C	53901	56102	-1
chrV	YEL054C	52721	53218	-1
chrV	YEL055C	48471	51539	-1
chrV	YEL056W	47168	48373	1
chrV	YEL057C	45020	45721	-1
chrV	YEL058W	43252	44925	1
chrV	YEL059W	42652	42960	1
chrV	YEL060C	40046	41953	-1
chrV	YEL061C	36535	39537	-1
chrV	YEL062W	34407	36254	1
chrV	YEL063C	31694	33466	-1
chrV	YEL064C	29797	31239	-1
chrV	YEL065W	27657	29543	1
chrV	YEL066W	26721	27206	1
chrV	YEL067C	26189	26776	-1
chrV	YEL068C	25646	25978	-1
chrV	YEL069C	21537	23231	-1
chrV	YEL070W	19589	21097	1
chrV	YEL071W	16355	17845	1
chrV	YEL072W	13720	14415	1
chrV	YEL073C	7230	7553	-1
chrV	YEL074W	6126	6464	1
chrV	YEL075C	5345	5713	-1
chrV	YEL076C	4464	5114	-1
chrV	YER001W	153520	155808	1
chrV	YER002W	156803	157498	1
chrV	YER003C	157736	159118	-1
chrV	YER004W	159580	160275	1
chrV	YER005W	160550	162442	1
chrV	YER006W	162723	164285	1
chrV	YER007W	164527	166083	1
chrV	YER008C	167808	171818	-1
