Gene name	Chromosome	Start location	End location	Insertion locations	Reads per insertion location
YAL063C-A	I	22395	22685	[22463, 22475, 22497, 22504, 22509, 22530, 22634, 22669, 22672, 22679]	[47, 96, 69, 12, 45, 5, 272, 133, 100, 64]
FLO9	I	24000	27968	[24014, 24034, 24037, 24043, 24044, 24046, 24052, 24056, 24061, 24064, 24069, 24078, 24084, 24093, 24109, 24114, 24115, 24117, 24120, 24121, 24128, 24143, 24159, 24160, 24172, 24177, 24180, 24200, 24210, 24224, 24225, 24228, 24229, 24230, 24243, 24248, 24254, 24258, 24259, 24259, 24262, 24264, 24265, 24266, 24269, 24269, 24300, 24353, 24373, 24389, 24406, 24415, 24423, 24425, 24426, 24428, 24429, 24439, 24440, 24445, 24457, 24476, 24477, 24493, 24572, 24577, 24583, 24594, 24603, 24635, 24643, 24651, 24652, 24654, 24693, 24727, 24751, 24758, 24763, 24765, 24766, 24771, 24778, 24785, 24789, 24790, 24793, 24797, 24804, 24806, 24821, 24822, 24826, 24832, 24844, 24855, 24875, 24880, 24897, 24927, 24930, 24934, 24955, 24970, 24975, 24999, 25013, 25018, 25026, 25034, 25037, 25053, 25080, 25098, 25116, 25153, 25156, 25176, 25224, 25243, 25263, 25266, 25271, 25313, 25449, 25465, 25485, 25505, 25519, 25527, 25534, 25537, 25546, 25567, 25570, 25573, 25581, 25584, 25588, 25593, 25598, 25600, 25603, 25611, 25617, 25622, 25628, 25631, 25635, 25635, 25636, 25637, 25638, 25638, 25639, 25641, 25645, 25673, 25677, 25692, 25698, 25702, 25710, 25939, 26074, 26154, 26209, 26289, 26518, 26533, 26565, 26653, 26668, 26700, 26788, 26803, 26832, 26835, 26846, 26884, 26891, 26902, 26940, 26945, 26986, 26995, 26998, 27004, 27063, 27125, 27164, 27201, 27265, 27343, 27514, 27541, 27543, 27557, 27559, 27567, 27587, 27599, 27602, 27624, 27651, 27697, 27762, 27780, 27783, 27868, 27883, 27907, 27915, 27936]	[25, 55, 75, 50, 20, 158, 21, 41, 1, 9, 5, 3, 1, 1, 4, 14, 1, 35, 1, 40, 9, 8, 1, 1, 16, 14, 22, 40, 17, 11, 35, 1, 179, 105, 6, 70, 28, 1, 10, 119, 7, 18, 17, 20, 2, 46, 25, 5, 32, 1, 1, 1, 132, 2, 51, 41, 1, 2, 1, 6, 6, 1, 9, 256, 15, 47, 3, 38, 3, 1, 226, 1, 12, 389, 32, 156, 52, 10, 10, 129, 23, 78, 55, 42, 15, 3, 42, 99, 86, 8, 7, 1, 11, 26, 11, 1, 1, 17, 1, 1, 135, 15, 36, 4, 142, 14, 1, 123, 15, 30, 31, 16, 10, 11, 85, 108, 15, 5, 41, 59, 2, 1, 10, 11, 1, 1, 2, 8, 71, 20, 1, 1, 1, 1, 62, 45, 6, 157, 13, 1, 386, 2, 51, 13, 114, 155, 17, 82, 64, 4, 229, 3, 1, 1, 3, 391, 2, 147, 32, 2, 17, 61, 6, 7, 4, 1, 5, 1, 28, 3, 53, 21, 2, 49, 28, 1, 1, 49, 1, 74, 2, 124, 2, 49, 193, 6, 3, 1, 25, 34, 313, 1, 4, 1, 6, 1, 15, 7, 15, 4, 11, 17, 5, 122, 70, 11, 2, 131, 23, 4, 4, 7, 1, 13]
GDH3	I	31567	32940	[31597, 31604, 31613, 31616, 31621, 31642, 31648, 31654, 31655, 31664, 31669, 31674, 31677, 31681, 31682, 31683, 31687, 31693, 31699, 31702, 31727, 31731, 31738, 31745, 31752, 31759, 31773, 31781, 31789, 31799, 31804, 31824, 31855, 31858, 31866, 31867, 31888, 31905, 31913, 31937, 31939, 31945, 31946, 31964, 32042, 32065, 32075, 32116, 32119, 32160, 32169, 32173, 32181, 32184, 32185, 32203, 32239, 32253, 32277, 32283, 32330, 32334, 32340, 32365, 32379, 32418, 32426, 32431, 32455, 32460, 32464, 32469, 32471, 32482, 32519, 32533, 32536, 32553, 32579, 32582, 32589, 32594, 32598, 32598, 32601, 32604, 32608, 32611, 32618, 32622, 32630, 32637, 32640, 32643, 32647, 32651, 32651, 32660, 32661, 32664, 32670, 32671, 32672, 32677, 32683, 32684, 32685, 32691, 32713, 32751, 32765, 32769, 32776, 32776, 32781, 32801, 32806, 32816, 32822, 32823, 32828, 32831, 32836, 32842, 32851, 32853, 32856, 32862, 32874, 32889, 32897, 32904, 32921, 32924]	[23, 94, 1, 69, 7, 44, 9, 1, 33, 2, 14, 8, 3, 83, 4, 12, 16, 34, 24, 17, 1, 11, 18, 19, 2, 35, 21, 35, 39, 118, 7, 22, 40, 15, 18, 7, 5, 185, 18, 4, 18, 15, 6, 6, 6, 29, 32, 12, 10, 2, 39, 7, 54, 1, 18, 2, 16, 37, 12, 106, 4, 38, 69, 8, 16, 93, 27, 3, 5, 1, 95, 1, 2, 31, 157, 186, 29, 11, 36, 179, 86, 7, 30, 19, 36, 167, 9, 37, 27, 8, 28, 74, 80, 21, 9, 39, 78, 22, 27, 100, 6, 90, 13, 24, 29, 5, 32, 85, 98, 60, 106, 7, 63, 69, 89, 1, 6, 7, 51, 46, 43, 1, 235, 2, 15, 25, 140, 52, 11, 58, 19, 25, 31, 1]
BDH2	I	33448	34701	[33484, 33489, 33521, 33543, 33557, 33574, 33575, 33581, 33581, 33585, 33607, 33625, 33629, 33645, 33659, 33661, 33670, 33698, 33706, 33713, 33732, 33733, 33751, 33756, 33784, 33796, 33812, 33819, 33830, 33857, 33860, 33871, 33876, 33906, 33926, 33985, 34028, 34041, 34045, 34047, 34069, 34073, 34078, 34117, 34125, 34151, 34170, 34174, 34181, 34188, 34205, 34217, 34227, 34243, 34255, 34264, 34278, 34292, 34312, 34320, 34323, 34324, 34326, 34327, 34328, 34328, 34332, 34366, 34376, 34378, 34387, 34387, 34389, 34395, 34400, 34412, 34415, 34417, 34426, 34429, 34440, 34447, 34448, 34451, 34455, 34457, 34459, 34459, 34460, 34461, 34462, 34465, 34468, 34470, 34470, 34477, 34478, 34496, 34505, 34513, 34516, 34517, 34521, 34524, 34524, 34528, 34529, 34529, 34531, 34533, 34534, 34539, 34546, 34566, 34569, 34571, 34574, 34584, 34587, 34590, 34593, 34596, 34602, 34602, 34604, 34609, 34643, 34670, 34676, 34679, 34699]	[8, 13, 12, 2, 2, 11, 3, 41, 2, 102, 7, 38, 5, 10, 1, 2, 1, 32, 2, 8, 1, 82, 34, 7, 6, 470, 15, 51, 162, 4, 168, 1, 194, 35, 37, 4, 3, 1, 3, 113, 1, 50, 4, 187, 238, 44, 2, 60, 186, 29, 1, 1, 47, 37, 6, 43, 21, 34, 19, 22, 18, 1, 1, 25, 6, 4, 31, 58, 45, 16, 215, 15, 13, 40, 2, 34, 151, 24, 99, 1, 417, 13, 10, 280, 2, 4, 28, 175, 57, 6, 39, 6, 14, 178, 16, 25, 1, 199, 29, 332, 61, 3, 83, 38, 86, 163, 1, 3, 35, 2, 1, 82, 9, 24, 65, 66, 55, 29, 71, 64, 1, 2, 73, 14, 483, 6, 18, 144, 1, 324, 192]
BDH1	I	35155	36303	[35171, 35174, 35179, 35180, 35181, 35184, 35192, 35194, 35264, 35277, 35282, 35309, 35329, 35330, 35336, 35341, 35357, 35367, 35369, 35371, 35371, 35374, 35375, 35398, 35426, 35434, 35451, 35475, 35479, 35510, 35514, 35518, 35523, 35557, 35566, 35577, 35582, 35614, 35622, 35685, 35696, 35722, 35737, 35743, 35762, 35817, 35850, 35881, 35926, 35930, 35931, 35931, 35942, 36022, 36048, 36050, 36060, 36068, 36096, 36099, 36103, 36106, 36117, 36163, 36194, 36233, 36292]	[298, 10, 31, 18, 4, 5, 6, 8, 4, 8, 3, 20, 7, 2, 77, 44, 280, 1, 1, 38, 1, 1, 199, 165, 42, 81, 52, 74, 1, 111, 28, 84, 38, 123, 5, 1, 21, 174, 3, 56, 33, 1, 61, 55, 9, 2, 1, 18, 92, 10, 1, 23, 150, 16, 423, 44, 194, 1, 3, 211, 1, 62, 82, 3, 70, 1, 62]
YAL059C-A	I	36496	36918	[36508, 36509, 36511, 36512, 36522, 36522, 36525, 36556, 36579, 36580, 36584, 36656, 36667, 36682, 36692, 36749, 36762, 36834, 36839, 36845, 36881]	[246, 1, 13, 24, 1, 38, 32, 1, 21, 19, 3, 3, 19, 4, 154, 1, 1, 27, 45, 1, 92]
ECM1	I	36509	37147	[36509, 36511, 36512, 36522, 36522, 36525, 36556, 36579, 36580, 36584, 36656, 36667, 36682, 36692, 36749, 36762, 36834, 36839, 36845, 36881, 37006, 37015, 37016, 37027, 37050, 37053, 37079, 37091, 37124, 37136]	[1, 13, 24, 1, 38, 32, 1, 21, 19, 3, 3, 19, 4, 154, 1, 1, 27, 45, 1, 92, 4, 6, 87, 22, 3, 51, 148, 2, 16, 380]
CNE1	I	37464	38972	[37489, 37499, 37529, 37535, 37555, 37558, 37595, 37612, 37616, 37617, 37628, 37666, 37687, 37697, 37701, 37743, 37745, 37748, 37834, 37844, 37870, 37876, 37877, 37880, 37896, 37902, 37910, 37911, 37919, 37994, 38001, 38005, 38006, 38007, 38026, 38039, 38044, 38065, 38083, 38183, 38206, 38223, 38232, 38236, 38240, 38248, 38388, 38397, 38435, 38442, 38467, 38489, 38490, 38498, 38562, 38570, 38572, 38652, 38668, 38678, 38682, 38697, 38701, 38704, 38707, 38712, 38742, 38743, 38767, 38773, 38781, 38806, 38875, 38881, 38884, 38887, 38913]	[1, 22, 5, 12, 24, 20, 3, 178, 1, 1, 46, 95, 13, 24, 2, 51, 133, 1, 196, 65, 46, 83, 72, 7, 109, 58, 5, 71, 1, 6, 12, 13, 1, 107, 44, 64, 40, 4, 174, 101, 3, 59, 4, 2, 25, 25, 21, 2, 185, 26, 27, 13, 44, 1, 173, 6, 407, 3, 84, 20, 29, 19, 32, 199, 1, 239, 58, 19, 91, 4, 7, 62, 77, 4, 4, 5, 25]
YAL056C-A	I	38696	39046	[38697, 38701, 38704, 38707, 38712, 38742, 38743, 38767, 38773, 38781, 38806, 38875, 38881, 38884, 38887, 38913, 38992, 38998, 39032, 39038, 39038, 39043]	[19, 32, 199, 1, 239, 58, 19, 91, 4, 7, 62, 77, 4, 4, 5, 25, 25, 50, 21, 218, 1, 45]
GPB2	I	39259	41901	[39262, 39278, 39289, 39293, 39324, 39345, 39355, 39381, 39388, 39459, 39481, 39483, 39489, 39504, 39557, 39611, 39638, 39645, 39652, 39782, 39943, 39962, 39983, 40021, 40156, 40158, 40158, 40161, 40165, 40250, 40281, 40301, 40308, 40490, 40519, 40540, 40571, 40608, 40677, 40700, 40707, 40717, 40798, 40801, 40802, 40824, 40832, 40883, 40908, 40974, 41064, 41069, 41101, 41107, 41112, 41122, 41126, 41127, 41153, 41167, 41172, 41207, 41341, 41347, 41349, 41405, 41409, 41418, 41521, 41527, 41537, 41539, 41710, 41719, 41803, 41822, 41825, 41826, 41856, 41859]	[1, 10, 96, 1, 1, 5, 3, 1, 1, 97, 271, 167, 6, 16, 12, 6, 38, 14, 26, 4, 9, 3, 29, 23, 1, 63, 1, 41, 6, 36, 1, 10, 15, 23, 15, 7, 32, 8, 1, 1, 1, 20, 4, 1, 3, 27, 1, 145, 22, 16, 3, 2, 39, 24, 16, 35, 1, 1, 32, 86, 2, 1, 333, 20, 1, 6, 10, 2, 9, 1, 29, 33, 19, 64, 2, 1, 1, 6, 4, 10]
PEX22	I	42177	42719	[42181, 42221, 42229, 42240, 42271, 42287, 42292, 42297, 42306, 42311, 42331, 42337, 42420, 42434, 42437, 42441, 42444, 42448, 42463, 42467, 42470, 42478, 42491, 42541, 42624, 42636, 42645, 42663, 42668]	[9, 83, 1, 17, 24, 116, 142, 70, 13, 221, 206, 80, 97, 11, 11, 157, 122, 61, 3, 24, 32, 5, 2, 11, 79, 2, 2, 4, 82]
ACS1	I	42881	45022	[42977, 43010, 43032, 43034, 43036, 43052, 43198, 43232, 43332, 43345, 43354, 43394, 43397, 43418, 43437, 43464, 43475, 43480, 43487, 43491, 43502, 43506, 43525, 43534, 43541, 43565, 43570, 43574, 43586, 43596, 43617, 43647, 43649, 43650, 43661, 43665, 43667, 43674, 43688, 43690, 43691, 43696, 43698, 43701, 43713, 43722, 43734, 43748, 43753, 43862, 43874, 43882, 43886, 43924, 43986, 44032, 44048, 44056, 44061, 44081, 44082, 44106, 44110, 44164, 44168, 44183, 44203, 44241, 44278, 44295, 44304, 44331, 44337, 44382, 44405, 44433, 44435, 44437, 44439, 44441, 44445, 44540, 44552, 44557, 44599, 44603, 44608, 44646, 44649, 44650, 44653, 44656, 44673, 44688, 44708, 44713, 44724, 44869, 44892, 44907, 44913, 44935, 44967, 45004]	[1, 5, 5, 2, 14, 268, 128, 4, 224, 3, 1, 1, 57, 1, 1, 8, 15, 60, 5, 3, 4, 7, 209, 46, 3, 90, 28, 10, 25, 213, 33, 27, 17, 13, 52, 4, 51, 13, 8, 1, 14, 3, 123, 7, 19, 3, 7, 309, 28, 2, 6, 4, 15, 6, 116, 293, 69, 1, 40, 5, 14, 18, 11, 18, 34, 22, 116, 333, 27, 27, 31, 1, 6, 206, 16, 1, 109, 229, 2, 22, 1, 15, 1, 7, 14, 143, 1, 26, 13, 1, 110, 22, 14, 6, 199, 145, 84, 65, 13, 20, 27, 4, 4, 2]
FLC2	I	45899	48250	[45901, 45903, 45915, 45967, 45981, 46034, 46036, 46037, 46042, 46053, 46067, 46085, 46224, 46233, 46254, 46256, 46259, 46262, 46273, 46277, 46339, 46348, 46353, 46359, 46370, 46405, 46406, 46414, 46430, 46504, 46510, 46655, 46680, 46703, 46717, 46853, 46860, 46889, 46989, 47030, 47035, 47049, 47108, 47114, 47222, 47303, 47392, 47415, 47419, 47460, 47464, 47470, 47570, 47576, 47579, 47642, 47671, 47697, 47753, 47765, 47876, 47950, 47960, 47961, 47990, 48051, 48068, 48137, 48150, 48156, 48172, 48179, 48185]	[7, 2, 6, 8, 1, 115, 62, 1, 1, 16, 1, 1, 1, 20, 1, 8, 7, 7, 28, 6, 16, 9, 112, 37, 95, 3, 15, 62, 11, 12, 24, 12, 103, 12, 68, 26, 46, 1, 44, 1, 78, 30, 2, 38, 2, 1, 6, 17, 13, 44, 24, 74, 2, 2, 6, 10, 3, 5, 36, 75, 2, 1, 27, 1, 19, 16, 9, 19, 34, 19, 61, 1, 57]
OAF1	I	48564	51707	[48567, 48594, 48597, 48611, 48635, 48653, 48655, 48663, 48682, 48695, 48745, 48777, 48809, 48829, 48832, 48832, 48854, 48869, 48870, 48982, 48998, 49003, 49132, 49146, 49148, 49152, 49271, 49286, 49363, 49402, 49475, 49503, 49508, 49558, 49618, 49728, 49795, 49795, 49798, 49814, 49830, 49900, 49937, 49944, 49954, 50045, 50065, 50089, 50094, 50110, 50205, 50207, 50259, 50263, 50263, 50300, 50305, 50413, 50534, 50586, 50771, 50875, 50928, 50955, 50985, 50989, 51083, 51084, 51118, 51143, 51163, 51172, 51236, 51239, 51283, 51314, 51323, 51327, 51374, 51450, 51465, 51471, 51488, 51579, 51589, 51626, 51634, 51646, 51647, 51650, 51679, 51704]	[3, 16, 1, 117, 24, 75, 11, 15, 120, 200, 91, 5, 45, 132, 10, 33, 2, 7, 240, 94, 106, 1, 24, 49, 12, 1, 4, 9, 103, 84, 26, 6, 6, 11, 20, 49, 16, 1, 21, 11, 9, 3, 76, 2, 8, 255, 7, 17, 9, 31, 5, 6, 2, 64, 1, 75, 86, 7, 5, 84, 79, 11, 7, 4, 11, 5, 86, 56, 125, 86, 16, 4, 135, 1, 21, 35, 89, 1, 3, 2, 158, 18, 38, 2, 1, 37, 9, 2, 23, 1, 1, 16]
AIM2	I	51855	52595	[51891, 51940, 51952, 51969, 51970, 51993, 52055, 52059, 52136, 52141, 52156, 52175, 52197, 52200, 52217, 52260, 52297, 52312, 52326, 52335, 52347, 52348, 52355, 52385, 52453, 52461, 52492, 52502, 52510, 52515, 52527, 52529, 52540]	[1, 155, 1, 4, 53, 4, 17, 2, 23, 123, 325, 10, 1, 226, 77, 8, 1, 30, 32, 30, 148, 3, 217, 16, 176, 4, 15, 3, 124, 77, 21, 3, 16]
GEM1	I	52801	54789	[52808, 52826, 52826, 52838, 52934, 52936, 52942, 52942, 52945, 52954, 52957, 52961, 52968, 52968, 53049, 53126, 53129, 53130, 53133, 53137, 53143, 53146, 53151, 53172, 53196, 53257, 53276, 53317, 53333, 53336, 53362, 53375, 53378, 53379, 53416, 53423, 53456, 53467, 53474, 53504, 53516, 53521, 53529, 53531, 53536, 53539, 53550, 53620, 53633, 53641, 53699, 53712, 53722, 53818, 53831, 53909, 53917, 53920, 53976, 54013, 54018, 54021, 54052, 54133, 54178, 54184, 54232, 54272, 54276, 54280, 54281, 54299, 54304, 54480, 54483, 54492, 54510, 54511, 54514, 54514, 54515, 54528, 54533, 54535, 54587, 54592, 54622, 54639, 54669, 54675, 54688, 54691, 54697, 54748]	[64, 3, 1, 30, 4, 1, 4, 1, 1, 1, 85, 1, 27, 1, 11, 1, 35, 7, 40, 52, 14, 157, 56, 4, 4, 328, 11, 4, 28, 120, 102, 1, 17, 80, 3, 17, 59, 157, 103, 23, 70, 207, 5, 270, 18, 138, 98, 60, 73, 91, 16, 34, 35, 11, 56, 27, 9, 54, 28, 51, 42, 85, 84, 53, 28, 92, 8, 5, 15, 8, 1, 44, 1, 395, 51, 4, 79, 1, 2, 15, 2, 27, 35, 3, 1, 258, 3, 1, 1, 1, 194, 43, 2, 3]
YAL047W-A	I	54584	54913	[54587, 54592, 54622, 54639, 54669, 54675, 54688, 54691, 54697, 54748, 54812, 54823, 54824, 54857, 54870, 54880, 54881, 54889, 54912]	[1, 258, 3, 1, 1, 1, 194, 43, 2, 3, 1, 33, 88, 33, 51, 1, 8, 54, 2]
SPC72	I	54989	56857	[54993, 55027, 55789, 55937, 56150, 56405, 56410, 56708, 56729, 56732, 56735, 56737, 56745, 56855]	[4, 2, 4, 65, 17, 1, 6, 22, 125, 1, 54, 7, 1, 18]
BOL3	I	57029	57385	[57066, 57077, 57081, 57086, 57186, 57189, 57226, 57246, 57259, 57265, 57291, 57297, 57339, 57344, 57365]	[28, 138, 39, 4, 76, 1, 63, 15, 1, 192, 13, 88, 2, 90, 4]
YAL045C	I	57488	57796	[57500, 57504, 57509, 57512, 57528, 57615, 57638, 57642, 57645, 57648, 57648, 57651, 57651, 57656, 57673, 57683, 57762, 57794]	[38, 37, 43, 7, 30, 13, 1, 10, 5, 2, 1, 64, 31, 4, 26, 128, 170, 20]
BOL1	I	57518	57850	[57528, 57615, 57638, 57642, 57645, 57648, 57648, 57651, 57651, 57656, 57673, 57683, 57762, 57794, 57798, 57802, 57812, 57815, 57820, 57820]	[30, 13, 1, 10, 5, 2, 1, 64, 31, 4, 26, 128, 170, 20, 12, 13, 35, 1, 85, 12]
GCV3	I	57950	58462	[57958, 57963, 58019, 58066, 58076, 58129, 58139, 58145, 58163, 58176, 58221, 58301, 58308, 58308, 58309, 58310, 58313, 58313, 58334, 58342, 58342, 58350, 58427, 58428, 58431, 58449]	[5, 8, 30, 1, 11, 1, 1, 287, 95, 3, 5, 4, 2, 4, 6, 7, 5, 31, 13, 4, 171, 7, 11, 2, 85, 18]
PTA1	I	58695	61052	[58854, 59007, 59055, 59059, 59060, 59340, 59423, 59436, 59441, 59462, 59493, 59529, 59546, 59646, 59864, 59868, 59875, 60121, 60129, 60371, 60376, 61002, 61006]	[23, 70, 25, 10, 1, 10, 13, 44, 20, 27, 3, 3, 9, 21, 40, 24, 1, 11, 1, 2, 3, 17, 70]
YAL042C-A	I	61231	61608	[61233, 61237, 61254, 61268, 61312, 61315, 61319, 61333, 61349, 61369, 61376, 61381, 61399, 61400, 61403, 61412, 61415, 61423, 61428, 61446, 61551, 61552, 61555, 61587]	[7, 50, 19, 15, 28, 4, 99, 29, 45, 22, 15, 15, 13, 1, 2, 3, 7, 380, 90, 1, 25, 1, 5, 19]
ERV46	I	61316	62563	[61319, 61333, 61349, 61369, 61376, 61381, 61399, 61400, 61403, 61412, 61415, 61423, 61428, 61446, 61551, 61552, 61555, 61587, 61683, 61689, 61717, 61725, 61756, 61762, 61898, 61918, 61936, 61939, 61940, 61941, 61941, 62009, 62021, 62028, 62031, 62067, 62081, 62100, 62105, 62122, 62150, 62153, 62174, 62217, 62233, 62240, 62253, 62253, 62258, 62270, 62286, 62302, 62316, 62321, 62324, 62339, 62407, 62418, 62436, 62438, 62445, 62450, 62454, 62455, 62468, 62474, 62477, 62539]	[99, 29, 45, 22, 15, 15, 13, 1, 2, 3, 7, 380, 90, 1, 25, 1, 5, 19, 7, 7, 59, 15, 47, 2, 68, 3, 26, 1, 2, 1, 8, 18, 1, 42, 4, 8, 3, 5, 2, 6, 1, 86, 24, 6, 1, 76, 34, 2, 55, 34, 49, 5, 1, 19, 2, 94, 41, 8, 12, 19, 240, 70, 4, 1, 5, 11, 306, 10]
CDC24	I	62840	65404	[62844, 62874, 62935, 62940, 63192, 63195, 63196, 63198, 63295, 63299, 63613, 63617, 63618, 63618, 63907, 63911, 64746, 64749, 64844, 64845, 64849, 65180, 65234, 65284, 65290, 65373]	[2, 33, 34, 1, 51, 1, 1, 28, 3, 2, 118, 1, 1, 2, 2, 29, 166, 1, 9, 8, 1, 7, 36, 36, 2, 14]
CLN3	I	65778	67520	[65805, 65836, 65840, 66197, 66212, 66229, 66313, 66334, 66338, 66400, 66488, 66645, 66708, 66713, 67173, 67188, 67192, 67192, 67291, 67296, 67422]	[10, 7, 20, 19, 4, 26, 41, 86, 159, 53, 46, 2, 3, 11, 20, 45, 1, 3, 2, 9, 29]
CYC3	I	68716	69525	[68723, 68730, 68733, 68738, 68742, 68748, 68753, 68753, 68761, 68768, 68774, 68778, 68782, 68782, 68786, 68787, 68790, 68791, 68794, 68802, 68806, 68811, 68815, 68821, 68826, 68830, 68832, 68838, 68840, 68842, 68852, 68859, 68867, 68870, 68875, 68885, 68886, 68890, 68893, 68895, 68899, 68904, 68911, 68915, 68927, 68928, 68930, 68931, 68937, 68941, 68964, 68967, 68974, 68982, 68982, 68988, 68992, 68995, 68998, 69002, 69003, 69003, 69006, 69014, 69018, 69021, 69024, 69026, 69044, 69046, 69048, 69048, 69059, 69059, 69074, 69077, 69082, 69085, 69093, 69097, 69100, 69101, 69104, 69115, 69122, 69124, 69124, 69154, 69168, 69217, 69242, 69272, 69299, 69301, 69306, 69334, 69379, 69387, 69411, 69414, 69430, 69439, 69443, 69449, 69451, 69455, 69461, 69472, 69478, 69504, 69508]	[30, 16, 66, 28, 2, 1, 20, 3, 33, 17, 66, 25, 4, 1, 1, 8, 1, 1, 17, 65, 55, 30, 28, 8, 12, 3, 16, 14, 14, 5, 12, 1, 375, 4, 1, 1, 3, 71, 26, 25, 41, 2, 7, 7, 5, 90, 14, 140, 40, 4, 2, 29, 3, 31, 1, 21, 18, 21, 5, 1, 129, 26, 22, 1, 1, 13, 15, 51, 107, 1, 3, 3, 20, 49, 5, 43, 52, 1, 1, 4, 27, 11, 6, 13, 148, 39, 99, 26, 17, 149, 71, 2, 6, 1, 73, 57, 5, 2, 21, 1, 4, 10, 8, 110, 65, 4, 7, 23, 5, 10, 6]
CDC19	I	71786	73288	[72110, 72117, 72157, 72157, 72158, 72162, 72300, 72301, 72304, 72305, 72409, 72414, 72497, 72551, 72693, 72698, 72884, 72886, 72886, 72891, 73244, 73267]	[2, 1, 94, 1, 47, 58, 2, 39, 1, 30, 33, 1, 59, 162, 8, 70, 1, 4, 2, 125, 2, 95]
YAL037C-B	I	72326	73300	[72409, 72414, 72497, 72551, 72693, 72698, 72884, 72886, 72886, 72891, 73244, 73267]	[33, 1, 59, 162, 8, 70, 1, 4, 2, 125, 2, 95]
YAL037C-A	I	73426	73518	[73427, 73441, 73453, 73455, 73461, 73475, 73478, 73485, 73491, 73511]	[28, 30, 90, 42, 7, 877, 1, 52, 239, 192]
