Gene name	Chromosome	Start location	End location	Insertion locations	Reads per insertion location
YAL063C-A	I	22395	22685	[22458, 22463, 22467, 22499, 22504, 22505, 22509, 22511, 22511, 22519, 22534, 22548, 22587, 22589, 22614, 22618, 22620, 22632, 22665, 22673, 22678]	[8, 260, 1, 362, 1, 51, 102, 120, 63, 23, 20, 13, 21, 2, 367, 5, 2, 155, 29, 3, 40]
FLO9	I	24000	27968	[24028, 24036, 24046, 24055, 24060, 24067, 24071, 24089, 24108, 24109, 24112, 24113, 24116, 24118, 24122, 24138, 24157, 24164, 24183, 24196, 24205, 24209, 24222, 24225, 24229, 24230, 24233, 24236, 24237, 24240, 24264, 24264, 24266, 24270, 24278, 24286, 24297, 24316, 24357, 24360, 24373, 24380, 24398, 24399, 24420, 24423, 24424, 24427, 24428, 24435, 24444, 24447, 24454, 24462, 24477, 24486, 24577, 24581, 24596, 24635, 24639, 24654, 24682, 24739, 24742, 24747, 24758, 24765, 24778, 24791, 24793, 24796, 24797, 24798, 24798, 24805, 24811, 24811, 24817, 24828, 24831, 24831, 24843, 24847, 24876, 24880, 24945, 24967, 24990, 25007, 25028, 25153, 25153, 25160, 25168, 25179, 25313, 25321, 25433, 25445, 25450, 25486, 25493, 25505, 25526, 25543, 25554, 25559, 25563, 25570, 25573, 25580, 25585, 25588, 25593, 25596, 25597, 25611, 25618, 25630, 25635, 25635, 25636, 25638, 25639, 25639, 25640, 25641, 25673, 25676, 25691, 25747, 26019, 26074, 26121, 26171, 26256, 26479, 26497, 26556, 26565, 26614, 26632, 26691, 26700, 26749, 26767, 26782, 26835, 26884, 26986, 26995, 26998, 27021, 27024, 27027, 27057, 27063, 27067, 27070, 27074, 27117, 27125, 27130, 27164, 27242, 27283, 27351, 27382, 27446, 27464, 27533, 27533, 27555, 27578, 27584, 27659, 27727, 27740, 27777, 27782, 27869, 27875, 27886, 27917]	[1, 6, 19, 8, 1, 1, 21, 57, 14, 6, 91, 4, 25, 2, 20, 17, 43, 73, 5, 36, 392, 56, 53, 302, 44, 16, 19, 36, 42, 197, 1, 7, 76, 10, 2, 3, 16, 70, 87, 1, 2, 2, 2, 1, 42, 49, 49, 2, 110, 5, 2, 13, 1, 7, 1, 2, 80, 157, 17, 134, 122, 1, 64, 80, 119, 225, 124, 179, 90, 39, 11, 1, 37, 1, 1, 12, 177, 15, 43, 76, 1, 1, 5, 14, 1, 171, 23, 1, 6, 9, 18, 9, 47, 31, 19, 1, 42, 2, 1, 63, 1, 5, 1, 38, 7, 81, 283, 5, 56, 2, 183, 1, 8, 77, 10, 1, 275, 30, 57, 2, 73, 1, 145, 2, 2, 2, 2, 477, 40, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 9, 2, 4, 1, 5, 3, 4, 1, 8, 14, 318, 1, 8, 1, 42, 1, 1, 24, 2, 177, 7, 1, 11, 1, 1, 20, 148, 15, 8, 60, 18, 1, 40, 3, 2, 34, 1, 70, 41, 12, 21, 1, 7, 3, 25]
GDH3	I	31567	32940	[31584, 31598, 31605, 31613, 31668, 31676, 31677, 31678, 31680, 31687, 31691, 31691, 31692, 31692, 31695, 31696, 31734, 31738, 31751, 31756, 31760, 31763, 31813, 31813, 31852, 31855, 31859, 31874, 31889, 31895, 31898, 31941, 31976, 32065, 32071, 32083, 32158, 32175, 32181, 32224, 32331, 32343, 32360, 32376, 32379, 32387, 32403, 32437, 32451, 32460, 32464, 32476, 32479, 32483, 32559, 32565, 32570, 32586, 32590, 32593, 32595, 32608, 32608, 32627, 32632, 32640, 32644, 32648, 32656, 32667, 32668, 32696, 32707, 32715, 32749, 32754, 32765, 32772, 32775, 32789, 32790, 32794, 32801, 32804, 32811, 32817, 32820, 32833, 32836, 32839, 32869, 32886, 32899, 32902, 32905, 32911, 32921, 32926, 32934, 32934]	[1, 1, 199, 39, 11, 8, 1, 3, 4, 23, 1, 1, 30, 61, 1, 100, 1, 130, 54, 1, 9, 2, 8, 8, 2, 84, 124, 40, 23, 324, 1, 2, 39, 3, 1, 5, 40, 29, 12, 23, 80, 6, 4, 10, 61, 19, 2, 211, 72, 123, 99, 82, 1, 176, 38, 100, 2, 15, 10, 14, 6, 26, 37, 47, 18, 65, 4, 134, 8, 225, 35, 71, 78, 45, 32, 30, 80, 13, 58, 79, 8, 13, 558, 488, 66, 1, 16, 1, 8, 1, 53, 5, 185, 1, 5, 5, 1, 92, 1, 6]
BDH2	I	33448	34701	[33460, 33469, 33472, 33474, 33501, 33524, 33535, 33553, 33567, 33576, 33581, 33585, 33625, 33627, 33629, 33629, 33642, 33661, 33682, 33690, 33696, 33752, 33764, 33768, 33830, 33857, 33860, 33873, 33904, 33906, 33914, 33986, 33989, 33990, 34028, 34044, 34045, 34090, 34103, 34112, 34116, 34157, 34170, 34186, 34189, 34192, 34229, 34235, 34239, 34249, 34276, 34280, 34295, 34313, 34323, 34327, 34342, 34346, 34368, 34376, 34379, 34379, 34387, 34390, 34400, 34401, 34402, 34404, 34406, 34415, 34426, 34433, 34447, 34451, 34459, 34459, 34462, 34465, 34471, 34492, 34509, 34514, 34519, 34523, 34524, 34525, 34526, 34527, 34530, 34542, 34569, 34572, 34582, 34586, 34588, 34589, 34591, 34596, 34607, 34614, 34621, 34627, 34637, 34640, 34647, 34648, 34677, 34683, 34701]	[78, 8, 3, 1, 8, 97, 237, 1, 3, 1, 7, 1, 51, 10, 1, 101, 7, 7, 35, 153, 4, 37, 88, 12, 1, 92, 1, 87, 41, 3, 4, 44, 45, 1, 980, 5, 71, 9, 1, 156, 1, 150, 16, 13, 115, 1, 708, 11, 283, 80, 69, 270, 73, 5, 133, 3, 13, 10, 11, 2, 5, 31, 17, 190, 6, 40, 16, 39, 1, 152, 124, 41, 5, 413, 76, 263, 254, 5, 82, 21, 53, 673, 9, 158, 95, 462, 2, 117, 1, 30, 12, 8, 336, 1, 26, 71, 190, 18, 9, 7, 41, 1, 12, 7, 4, 3, 32, 141, 4]
BDH1	I	35155	36303	[35160, 35179, 35188, 35210, 35278, 35282, 35310, 35343, 35343, 35355, 35358, 35369, 35371, 35371, 35372, 35372, 35373, 35373, 35374, 35375, 35415, 35443, 35463, 35510, 35510, 35514, 35522, 35546, 35559, 35562, 35576, 35670, 35691, 35692, 35696, 35698, 35702, 35709, 35740, 35746, 35787, 35810, 35923, 35925, 35931, 35947, 35962, 35968, 35983, 36035, 36037, 36060, 36060, 36069, 36088, 36103, 36130, 36160, 36162, 36207, 36214, 36220, 36221, 36242, 36245, 36257, 36262, 36273, 36276]	[10, 16, 253, 6, 15, 1, 48, 8, 1, 58, 2, 3, 84, 1, 1, 7, 1, 9, 1, 424, 803, 41, 5, 9, 1, 2, 11, 14, 132, 61, 1, 31, 47, 17, 38, 102, 44, 33, 33, 65, 7, 1, 1, 4, 73, 10, 2, 34, 39, 173, 6, 10, 1, 150, 53, 4, 19, 30, 5, 19, 2, 17, 26, 5, 129, 32, 15, 421, 61]
YAL059C-A	I	36496	36918	[36503, 36507, 36513, 36516, 36522, 36525, 36533, 36536, 36544, 36584, 36643, 36656, 36714, 36749, 36809, 36834, 36834, 36838, 36854, 36861]	[62, 36, 18, 3, 10, 64, 47, 1, 2, 7, 9, 1, 70, 1, 15, 1, 38, 123, 62, 3]
ECM1	I	36509	37147	[36513, 36516, 36522, 36525, 36533, 36536, 36544, 36584, 36643, 36656, 36714, 36749, 36809, 36834, 36834, 36838, 36854, 36861, 36951, 36996, 37055, 37132]	[18, 3, 10, 64, 47, 1, 2, 7, 9, 1, 70, 1, 15, 1, 38, 123, 62, 3, 163, 7, 6, 3]
CNE1	I	37464	38972	[37490, 37504, 37512, 37534, 37544, 37548, 37563, 37587, 37600, 37693, 37694, 37698, 37699, 37723, 37740, 37754, 37798, 37817, 37825, 37842, 37869, 37875, 37896, 37900, 37902, 37915, 37921, 37944, 37991, 37999, 38001, 38002, 38004, 38005, 38047, 38087, 38125, 38182, 38183, 38185, 38189, 38192, 38223, 38232, 38248, 38277, 38281, 38286, 38385, 38392, 38396, 38423, 38442, 38558, 38562, 38571, 38580, 38585, 38653, 38668, 38677, 38677, 38678, 38679, 38682, 38683, 38758, 38801, 38806, 38859, 38879, 38880, 38884, 38885, 38888, 38898, 38903, 38911, 38921, 38931]	[566, 4, 36, 574, 147, 229, 28, 172, 59, 26, 2, 184, 8, 104, 15, 603, 7, 2, 21, 158, 105, 108, 1, 207, 162, 8, 9, 21, 57, 3, 14, 2, 1, 70, 1, 44, 28, 50, 1, 1, 1, 127, 13, 16, 22, 1, 69, 25, 9, 138, 70, 24, 1, 2, 152, 32, 26, 1, 32, 2, 2, 3, 163, 3, 158, 1, 60, 6, 7, 387, 1, 1, 72, 31, 185, 82, 119, 680, 1, 11]
YAL056C-A	I	38696	39046	[38758, 38801, 38806, 38859, 38879, 38880, 38884, 38885, 38888, 38898, 38903, 38911, 38921, 38931, 38976, 38994, 39000, 39026, 39031, 39038]	[60, 6, 7, 387, 1, 1, 72, 31, 185, 82, 119, 680, 1, 11, 40, 119, 5, 677, 20, 54]
GPB2	I	39259	41901	[39262, 39278, 39281, 39322, 39372, 39381, 39503, 39557, 39612, 39643, 39777, 39858, 39944, 39951, 39962, 39983, 39991, 40054, 40109, 40129, 40157, 40162, 40164, 40168, 40193, 40304, 40371, 40382, 40486, 40621, 40678, 40681, 40738, 40836, 40843, 40904, 40910, 40974, 41065, 41069, 41101, 41120, 41127, 41183, 41208, 41253, 41318, 41406, 41410, 41475, 41538, 41655, 41669, 41806, 41822, 41849, 41855, 41877]	[103, 58, 1, 159, 3, 3, 428, 5, 10, 1, 70, 16, 181, 9, 18, 1, 11, 132, 3, 5, 170, 2, 135, 45, 109, 1, 51, 5, 143, 28, 1, 11, 71, 1, 1, 9, 6, 42, 165, 75, 80, 4, 46, 53, 1, 51, 38, 3, 143, 2, 22, 53, 17, 2, 110, 3, 6, 1]
PEX22	I	42177	42719	[42178, 42180, 42270, 42272, 42272, 42287, 42292, 42305, 42320, 42325, 42356, 42369, 42446, 42456, 42467, 42468, 42475, 42490, 42548, 42560, 42603, 42606, 42611, 42618, 42627, 42639, 42651, 42652, 42683, 42689, 42699, 42707]	[5, 13, 128, 7, 36, 12, 1, 71, 58, 3, 67, 41, 38, 17, 7, 123, 34, 43, 25, 2, 6, 1, 394, 154, 1, 5, 1, 8, 34, 13, 1, 64]
ACS1	I	42881	45022	[42987, 42996, 43006, 43009, 43013, 43030, 43037, 43093, 43119, 43155, 43169, 43169, 43180, 43226, 43233, 43258, 43314, 43324, 43340, 43342, 43356, 43372, 43387, 43398, 43427, 43437, 43461, 43469, 43476, 43479, 43480, 43502, 43514, 43538, 43541, 43545, 43552, 43553, 43559, 43570, 43591, 43615, 43628, 43634, 43661, 43667, 43677, 43680, 43682, 43683, 43685, 43686, 43688, 43691, 43692, 43692, 43693, 43693, 43694, 43701, 43704, 43745, 43746, 43793, 43847, 43856, 43880, 43882, 43889, 43913, 43917, 43945, 43988, 43992, 43993, 44052, 44067, 44083, 44098, 44106, 44111, 44141, 44164, 44168, 44169, 44190, 44207, 44226, 44238, 44241, 44295, 44338, 44369, 44382, 44406, 44435, 44438, 44441, 44514, 44522, 44534, 44540, 44549, 44550, 44557, 44599, 44650, 44657, 44681, 44687, 44691, 44697, 44701, 44821, 44869, 44886, 44888, 44904, 44908, 44911, 44924, 44934, 44935, 44978]	[12, 11, 117, 3, 2, 37, 45, 1, 51, 34, 9, 51, 9, 85, 92, 30, 31, 38, 361, 21, 1, 27, 7, 143, 6, 1, 3, 1, 7, 1, 1, 149, 15, 15, 1, 2, 17, 47, 241, 50, 38, 5, 15, 11, 14, 11, 105, 58, 1, 70, 30, 95, 2, 1, 21, 17, 47, 6, 2, 12, 7, 9, 30, 22, 33, 17, 75, 1, 2, 135, 9, 2, 382, 1, 3, 8, 457, 76, 1, 65, 105, 1, 60, 1, 86, 34, 322, 281, 16, 1, 72, 491, 26, 99, 101, 62, 205, 3, 2, 11, 76, 58, 12, 4, 1, 47, 65, 2, 12, 38, 21, 54, 70, 93, 7, 2, 31, 7, 9, 13, 16, 1, 39, 28]
FLC2	I	45899	48250	[45901, 45905, 46011, 46042, 46101, 46102, 46213, 46219, 46258, 46264, 46272, 46286, 46296, 46341, 46344, 46400, 46408, 46412, 46503, 46508, 46511, 46513, 46655, 46670, 46709, 46712, 46717, 46728, 46860, 46985, 47097, 47150, 47248, 47330, 47382, 47413, 47419, 47464, 47470, 47476, 47514, 47531, 47576, 47629, 47717, 47720, 47727, 47738, 47810, 47863, 47906, 47938, 47954, 47959, 47962, 47965, 47990, 47999, 48008, 48030, 48043, 48044, 48103, 48109, 48136, 48154, 48167, 48174, 48178, 48182]	[2, 1, 17, 1, 89, 4, 10, 55, 4, 3, 1, 10, 1, 8, 56, 2, 2, 20, 1, 57, 11, 5, 3, 25, 1, 2, 1, 3, 19, 21, 2, 140, 22, 17, 9, 14, 117, 2, 1, 5, 1, 45, 1, 2, 2, 238, 29, 2, 16, 10, 226, 27, 3, 53, 1, 12, 1, 84, 1, 19, 1, 14, 28, 1, 23, 1, 39, 108, 3, 69]
OAF1	I	48564	51707	[48580, 48594, 48630, 48642, 48652, 48663, 48669, 48671, 48675, 48682, 48682, 48688, 48705, 48774, 48801, 48829, 48832, 48832, 48851, 48852, 48877, 48998, 49003, 49023, 49032, 49145, 49148, 49152, 49163, 49168, 49290, 49507, 49512, 49549, 49555, 49595, 49608, 49612, 49633, 49643, 49696, 49724, 49755, 49758, 49784, 49814, 49819, 49873, 49931, 50045, 50046, 50089, 50089, 50263, 50271, 50276, 50280, 50301, 50380, 50425, 50648, 50684, 50690, 50727, 50779, 50828, 50853, 50896, 50921, 50932, 50985, 50990, 51013, 51049, 51105, 51114, 51118, 51143, 51155, 51188, 51203, 51235, 51238, 51240, 51254, 51278, 51281, 51292, 51294, 51304, 51339, 51344, 51387, 51396, 51402, 51414, 51457, 51458, 51465, 51469, 51474, 51478, 51483, 51497, 51498, 51528, 51532, 51629, 51634, 51657, 51702, 51705]	[2, 36, 14, 50, 184, 23, 60, 175, 62, 263, 1, 53, 60, 108, 48, 2, 20, 59, 5, 4, 5, 48, 2, 20, 127, 5, 9, 11, 2, 1, 5, 2, 117, 25, 198, 10, 32, 32, 180, 10, 53, 12, 19, 7, 18, 3, 12, 2, 133, 1, 16, 8, 23, 50, 48, 39, 1, 3, 9, 31, 2, 38, 404, 21, 45, 4, 14, 108, 39, 2, 1, 6, 8, 9, 4, 6, 1, 1, 1, 72, 3, 101, 1, 1, 57, 98, 115, 3, 16, 32, 41, 158, 3, 1, 179, 3, 60, 4, 4, 1, 225, 2, 6, 4, 1, 1, 12, 37, 5, 3, 2, 13]
AIM2	I	51855	52595	[51892, 51912, 51934, 51972, 51980, 51999, 52055, 52069, 52156, 52160, 52172, 52175, 52285, 52314, 52327, 52359, 52365, 52384, 52467, 52483, 52500, 52525, 52533, 52562]	[7, 1, 46, 1, 53, 11, 1, 1, 409, 64, 1, 160, 2, 4, 13, 281, 64, 17, 243, 4, 20, 2, 26, 42]
GEM1	I	52801	54789	[52807, 52811, 52817, 52817, 52888, 52943, 52957, 52959, 52962, 52967, 52998, 53007, 53114, 53130, 53133, 53136, 53154, 53196, 53257, 53299, 53322, 53324, 53348, 53363, 53379, 53382, 53426, 53440, 53473, 53493, 53513, 53517, 53519, 53525, 53572, 53602, 53610, 53620, 53669, 53757, 53805, 53875, 53892, 53909, 53914, 53928, 53979, 53987, 54013, 54018, 54022, 54102, 54190, 54193, 54196, 54208, 54228, 54276, 54281, 54307, 54362, 54479, 54483, 54492, 54505, 54509, 54514, 54527, 54528, 54531, 54570, 54574, 54608, 54611, 54619, 54623, 54639, 54652, 54667, 54675, 54680, 54694]	[11, 31, 1, 1, 4, 1, 203, 3, 1, 2, 186, 249, 37, 5, 40, 53, 74, 1, 12, 87, 18, 134, 33, 82, 13, 21, 6, 2, 31, 5, 7, 1, 9, 21, 32, 53, 51, 1, 3, 17, 74, 76, 1, 6, 1, 4, 3, 12, 11, 49, 3, 140, 67, 11, 151, 23, 68, 47, 1, 3, 68, 24, 13, 41, 154, 83, 1, 1, 3, 173, 3, 1, 1, 1, 3, 897, 72, 101, 478, 47, 25, 88]
YAL047W-A	I	54584	54913	[54608, 54611, 54619, 54623, 54639, 54652, 54667, 54675, 54680, 54694, 54793, 54796, 54808, 54812, 54819, 54824, 54847, 54850, 54855, 54867, 54881, 54888, 54901, 54909]	[1, 1, 3, 897, 72, 101, 478, 47, 25, 88, 2, 1, 23, 102, 1, 1, 71, 43, 1, 114, 20, 132, 49, 3]
SPC72	I	54989	56857	[55006, 55023, 55028, 55785, 55788, 55933, 55937, 56150, 56155, 56405, 56409, 56695, 56704, 56708, 56735, 56744, 56748, 56759, 56778, 56855]	[36, 1, 4, 11, 1, 2, 82, 3, 41, 3, 2, 138, 1, 2, 1647, 33, 1, 164, 1, 18]
BOL3	I	57029	57385	[57029, 57034, 57073, 57082, 57091, 57133, 57136, 57189, 57189, 57260, 57269, 57276, 57292, 57345, 57365, 57368]	[212, 33, 1, 6, 1, 6, 1, 7, 5, 195, 84, 3, 18, 1, 37, 1]
YAL045C	I	57488	57796	[57496, 57621, 57632, 57632, 57638, 57647, 57652, 57652, 57654, 57661, 57664, 57676, 57680, 57683, 57749, 57790, 57794]	[52, 1, 4, 162, 35, 112, 2, 2, 1, 137, 1, 13, 27, 1, 1, 2, 3]
BOL1	I	57518	57850	[57621, 57632, 57632, 57638, 57647, 57652, 57652, 57654, 57661, 57664, 57676, 57680, 57683, 57749, 57790, 57794, 57798, 57798, 57820, 57822, 57842, 57842]	[1, 4, 162, 35, 112, 2, 2, 1, 137, 1, 13, 27, 1, 1, 2, 3, 14, 54, 40, 104, 22, 4]
GCV3	I	57950	58462	[57990, 58065, 58066, 58141, 58155, 58175, 58196, 58283, 58301, 58305, 58309, 58313, 58314, 58341, 58350, 58351, 58353, 58419, 58425]	[16, 36, 3, 2, 4, 197, 342, 81, 71, 170, 200, 7, 2, 138, 48, 1, 112, 55, 93]
PTA1	I	58695	61052	[58697, 58699, 58854, 59003, 59008, 59055, 59060, 59339, 59345, 59433, 59493, 59507, 59539, 59646, 59650, 59864, 59868, 60121, 60136, 60377, 60952, 61002, 61006]	[5, 1, 7, 5, 19, 50, 3, 1, 9, 1, 6, 3, 32, 225, 2, 17, 147, 1, 81, 1, 1, 19, 63]
YAL042C-A	I	61231	61608	[61235, 61239, 61244, 61255, 61263, 61264, 61266, 61266, 61267, 61273, 61286, 61314, 61319, 61345, 61361, 61371, 61384, 61385, 61388, 61394, 61402, 61404, 61404, 61423, 61490, 61551, 61555]	[161, 14, 9, 1, 276, 57, 23, 83, 1, 1, 49, 36, 1, 107, 81, 189, 1, 17, 1, 295, 9, 119, 125, 8, 2, 56, 13]
ERV46	I	61316	62563	[61319, 61345, 61361, 61371, 61384, 61385, 61388, 61394, 61402, 61404, 61404, 61423, 61490, 61551, 61555, 61678, 61679, 61683, 61698, 61727, 61740, 61744, 61755, 61772, 61824, 61828, 61887, 61905, 61936, 61940, 61947, 62025, 62028, 62090, 62100, 62105, 62142, 62150, 62243, 62246, 62249, 62258, 62273, 62276, 62296, 62312, 62328, 62331, 62338, 62342, 62347, 62414, 62431, 62436, 62442, 62454, 62455, 62466, 62472, 62511, 62534, 62539, 62539, 62554]	[1, 107, 81, 189, 1, 17, 1, 295, 9, 119, 125, 8, 2, 56, 13, 16, 1, 220, 256, 3, 13, 1, 115, 16, 14, 108, 21, 13, 16, 2, 85, 2, 32, 2, 60, 147, 13, 49, 62, 394, 1, 64, 27, 130, 11, 6, 6, 39, 210, 104, 1, 3, 84, 1, 106, 2, 89, 636, 3, 6, 5, 9, 42, 9]
CDC24	I	62840	65404	[62927, 62935, 63193, 63292, 63295, 63299, 63612, 63617, 63800, 63911, 64672, 64841, 64844, 64846, 65284]	[17, 92, 128, 1, 21, 162, 85, 7, 12, 50, 64, 1, 2, 39, 63]
CLN3	I	65778	67520	[65805, 65841, 66152, 66159, 66211, 66218, 66227, 66355, 66365, 66708, 67169, 67188, 67192, 67292, 67296, 67422]	[1, 2, 2, 87, 8, 123, 263, 8, 275, 2, 10, 14, 1, 2, 30, 2]
CYC3	I	68716	69525	[68753, 68759, 68772, 68774, 68780, 68782, 68795, 68796, 68809, 68814, 68817, 68818, 68821, 68828, 68831, 68839, 68848, 68859, 68862, 68871, 68883, 68886, 68890, 68896, 68903, 68907, 68911, 68920, 68928, 68941, 68944, 68955, 68968, 68982, 68990, 68993, 68993, 68998, 69002, 69003, 69005, 69013, 69016, 69018, 69019, 69025, 69032, 69037, 69037, 69038, 69046, 69046, 69047, 69060, 69100, 69112, 69113, 69141, 69147, 69154, 69159, 69178, 69190, 69193, 69257, 69273, 69280, 69283, 69292, 69335, 69354, 69410, 69431, 69439, 69493, 69504, 69509, 69510]	[4, 11, 4, 6, 4, 37, 29, 4, 10, 424, 5, 20, 2, 1, 4, 5, 3, 13, 6, 7, 46, 33, 2, 14, 53, 3, 13, 9, 89, 78, 97, 1, 49, 1, 1, 1, 51, 1, 3, 15, 26, 20, 2, 9, 1, 1, 28, 14, 1, 18, 174, 21, 63, 3, 13, 8, 24, 256, 1, 6, 31, 8, 99, 7, 23, 2, 1, 281, 60, 34, 67, 1, 25, 69, 27, 8, 196, 124]
CDC19	I	71786	73288	[72157, 72160, 72162, 72301, 72303, 72304, 72305, 72409, 72413, 72497, 72694, 72695, 72696, 72699, 72699, 72885, 72890]	[17, 4, 109, 300, 2, 4, 104, 9, 16, 48, 39, 1, 1, 1, 26, 24, 9]
YAL037C-B	I	72326	73300	[72409, 72413, 72497, 72694, 72695, 72696, 72699, 72699, 72885, 72890]	[9, 16, 48, 39, 1, 1, 1, 26, 24, 9]
YAL037C-A	I	73426	73518	[73452, 73458, 73462, 73465, 73472, 73478, 73481, 73499, 73506, 73513, 73514]	[5, 85, 1, 127, 2, 17, 70, 13, 101, 55, 16]
YAL037W	I	74020	74823	[74120, 74135, 74149, 74155, 74155, 74160, 74248, 74253, 74268, 74384, 74408, 74436, 74450, 74466, 74469, 74569, 74573, 74579, 74584, 74595, 74612, 74648, 74662, 74674, 74677, 74682, 74722, 74735, 74745, 74770, 74779, 74821]	[5, 1, 57, 98, 87, 13, 1, 32, 5, 17, 1, 3, 1, 2, 5, 16, 68, 25, 36, 1, 1, 1, 4, 1, 24, 41, 7, 101, 1, 23, 3, 11]
RBG1	I	75043	76152	[75054, 75056, 75061, 75064, 75076, 75078, 75088, 75095, 75121, 75136, 75204, 75209, 75209, 75213, 75216, 75239, 75243, 75291, 75308, 75391, 75395, 75418, 75421, 75428, 75437, 75502, 75568, 75607, 75611, 75729, 75734, 75740, 75776, 75781, 75811, 75927, 75928, 75940, 75954, 76057, 76061, 76066, 76073, 76094]	[11, 28, 17, 36, 55, 3, 6, 4, 45, 11, 38, 20, 1, 2, 4, 97, 1, 207, 18, 5, 115, 86, 2, 196, 1, 1, 79, 63, 3, 1, 2, 209, 5, 102, 1, 2, 5, 5, 1, 3, 3, 20, 58, 55]
FUN12	I	76427	79435	[76847, 76890, 77467, 77668, 77943, 78748, 78913, 79020, 79024, 79263, 79292, 79339, 79353, 79372, 79376]	[33, 6, 86, 149, 1, 6, 4, 6, 1, 18, 3, 370, 155, 2, 234]
YAL034C-B	I	79489	79842	[79494, 79533, 79554, 79556, 79558, 79561, 79562, 79564, 79569, 79572, 79575, 79577, 79581, 79585, 79586, 79589, 79594, 79609, 79609, 79610, 79617, 79631, 79637, 79640, 79644, 79646, 79649, 79654, 79704, 79707, 79711, 79717, 79722, 79737, 79840]	[38, 91, 269, 13, 268, 136, 1, 1, 192, 289, 2, 420, 624, 67, 25, 46, 272, 507, 36, 172, 404, 112, 1, 147, 20, 63, 622, 7, 1, 1, 25, 123, 4, 2, 2]
MTW1	I	79718	80587	[79722, 79737, 79840, 79844, 79897, 80475, 80483, 80506, 80515, 80518, 80520, 80523, 80528]	[4, 2, 2, 81, 37, 79, 31, 7, 31, 86, 2, 4, 64]
