Essential gene name	Chromosome	Start location	End location	Insertion locations	Reads per insertion location
STU1	II	153848	158389	[153852, 153871, 153875, 153875, 154045, 154049, 154295, 154567, 154593, 154601, 154732, 154733, 154734, 154737, 154841, 154969, 155188, 155191, 155196, 155295, 155301, 155554, 155988, 157060, 157665, 157670, 157673, 157799, 157811, 157833, 157846, 157851, 157901, 157905, 157955, 158096, 158114, 158176, 158179, 158184, 158200, 158206, 158218, 158245, 158314, 158334, 158340, 158344, 158360, 158371, 158383]	[17, 6, 1, 12, 225, 1, 20, 10, 21, 1, 1, 1, 1, 185, 21, 2, 123, 1, 1, 3, 27, 471, 13, 150, 55, 2, 1, 27, 1, 106, 1, 123, 5, 1, 21, 5, 4, 47, 1, 290, 2, 459, 25, 2, 119, 3, 13, 15, 1, 115, 36]
POL12	II	151493	153610	[151592, 151617, 151620, 151936, 151940, 151985, 152611, 152616, 152759, 152825, 153214, 153245, 153248, 153254, 153258, 153445, 153449, 153450, 153453, 153457, 153498, 153499, 153503, 153552, 153560, 153582, 153585, 153596, 153605]	[65, 3, 8, 1, 2, 2, 2, 5, 5, 9, 11, 1, 46, 27, 1, 402, 1, 2, 1, 18, 1, 46, 77, 27, 48, 25, 8, 3, 3]
ERD2	II	142112	142868	[142128, 142131, 142145, 142148, 142289, 142342, 142392, 142396, 142397, 142397, 142398, 142401, 142469, 142473, 142483, 142487, 142621, 142718, 142801, 142805, 142827]	[1, 13, 47, 7, 1, 2, 426, 3, 1, 4, 2, 926, 104, 2, 10, 22, 57, 22, 147, 2, 6]
PRE7	II	141247	141972	[141629, 141634, 141745]	[1, 1, 59]
SEC17	II	125125	126119	[125633, 125639, 125742, 125792, 125796, 125925, 125934]	[288, 1, 6, 10, 74, 2, 14]
YBL073W	II	87646	87957	[87663, 87736, 87739, 87821, 87825, 87826, 87837, 87845, 87848, 87852, 87859, 87864, 87870, 87880, 87882, 87884, 87914, 87919, 87923, 87927, 87929, 87930, 87932, 87932, 87933, 87937, 87951, 87952, 87953]	[24, 1, 122, 73, 125, 1, 126, 226, 113, 55, 1, 42, 7, 168, 134, 2, 1, 203, 1, 620, 287, 3, 8, 1, 152, 3, 5, 30, 15]
AAR2	II	86722	87789	[86722, 86734, 86737, 86738, 86741, 86748, 86749, 86749, 86755, 86760, 86764, 86768, 86774, 86781, 86782, 86791, 86795, 86805, 86813, 86820, 86846, 86857, 86895, 86913, 87049, 87052, 87053, 87057, 87093, 87096, 87114, 87181, 87216, 87276, 87280, 87663, 87736, 87739]	[1, 29, 25, 4, 2, 8, 44, 23, 35, 1, 4, 6, 4, 1, 5, 192, 181, 9, 1, 59, 59, 29, 1, 1, 46, 1, 10, 16, 38, 1, 61, 6, 18, 32, 21, 24, 1, 122]
ILS1	II	81043	84261	[81344, 81857, 81955, 82186, 82190, 82192, 82287, 82290, 82294, 82426, 82429, 82569, 82573, 82916, 83050, 83355, 83505, 83509, 83767, 83786, 83791, 84042, 84047]	[43, 4, 3, 69, 2, 10, 1, 2, 46, 3, 1, 2, 18, 1, 16, 36, 11, 1, 21, 20, 1, 14, 30]
YBL077W	II	80897	81328	[80902, 80908, 80923, 80928, 80950, 80952, 80954, 80957, 80958, 80959, 80977, 81000]	[7, 5, 10, 1, 81, 3, 14, 1, 94, 179, 19, 248]
CDC27	II	67169	69445	[67210, 67379, 67436, 67439, 67444, 67632, 67697, 67780, 67784, 67790, 67818, 67828, 67884, 67885, 67889, 67995, 68028, 68033, 68135, 68136, 68141, 69382]	[1, 8, 2, 2, 272, 17, 7, 32, 7, 1, 11, 1, 1, 1, 208, 38, 434, 50, 1, 1, 242, 5]
RPL32	II	45978	46370	[46235, 46239]	[1, 1]
BRN1	II	40831	43095	[40989, 41073, 41076, 41247, 41350, 41655, 41659, 41662, 41702, 41705, 41893, 41938, 42282, 42286, 42615, 42618, 42622, 42706, 42800, 42823, 42827, 43013, 43054, 43055, 43067, 43072, 43084, 43089, 43092, 43095]	[5, 1, 418, 1, 10, 218, 1, 1, 1, 32, 101, 11, 9, 1, 1, 64, 2, 6, 17, 4, 32, 79, 2, 4, 5, 3, 6, 1, 2, 7]
SFT2	II	24098	24745	[24111, 24115, 24133, 24140, 24236, 24255, 24386, 24440, 24453, 24468, 24498, 24503, 24505, 24515, 24536, 24544, 24587, 24622, 24653, 24659, 24674, 24690, 24696]	[41, 12, 20, 23, 17, 3, 55, 232, 376, 266, 5, 2, 30, 1, 5, 1, 496, 7, 9, 6, 86, 71, 8]
PKC1	II	14241	17696	[14243, 14246, 14873, 14878, 14949, 14950, 14955, 14956, 15100, 15108, 15314, 15327, 15332, 15336, 15510, 15518, 15542, 15707, 15711, 15712, 15713, 15855, 15858, 15912, 15971, 15975, 16102, 16185, 16290, 16461, 16499, 16504, 16604, 16962, 17141, 17145, 17248, 17249, 17249, 17253]	[38, 15, 122, 1, 16, 1, 115, 1, 1, 43, 117, 1, 70, 105, 1, 41, 1, 49, 1, 1, 22, 1, 2, 11, 1, 84, 6, 14, 2, 97, 125, 1, 6, 26, 24, 1, 2, 1, 1, 177]
RER2	II	241708	242568	[241737, 241740, 241741, 241750, 241762, 241762, 241767, 241770, 241778, 241784, 241788, 241806, 241811, 241831, 241832, 241836, 242234, 242279]	[36, 45, 2, 3, 48, 1, 126, 24, 5, 330, 6, 1, 77, 1, 2, 147, 8, 12]
GPI18	II	244366	245667	[244368, 244485, 244489, 244605, 244610, 244905, 245035, 245039, 245348, 245353, 245425, 245428]	[1, 65, 2, 4, 22, 1, 22, 1, 169, 3, 1, 209]
HHF1	II	255373	255684	[255375, 255463, 255511, 255526, 255567, 255650, 255663, 255671, 255679]	[14, 2, 1, 8, 1, 6, 30, 4, 6]
IPP1	II	257112	257975	[257139, 257145, 257158, 257180, 257307, 257316, 257486, 257490, 257544, 257545, 257548, 257620, 257625, 257711, 257714, 257715, 257837, 257843]	[144, 27, 27, 16, 12, 1, 61, 1, 6, 1, 15, 1, 101, 81, 1, 3, 42, 22]
SCO2	II	289445	290350	[289454, 289466, 289470, 289480, 289482, 289504, 289512, 289623, 289637, 289645, 289657, 289676, 289691, 289695, 289709, 289710, 289722, 289776, 289794, 289813, 289820, 289845, 289849, 289899, 289902, 289907, 289917, 289931, 289937, 289966, 289975, 290006, 290011, 290069, 290074, 290158, 290163, 290201, 290235, 290251, 290256, 290272, 290288, 290293, 290296, 290299, 290302, 290312, 290319, 290328, 290332, 290340, 290345]	[1, 42, 4, 6, 4, 2, 66, 2, 50, 3, 10, 22, 63, 1, 69, 21, 58, 60, 40, 24, 8, 45, 3, 17, 39, 1, 189, 39, 8, 2, 158, 8, 27, 18, 1, 1, 195, 6, 220, 2, 8, 50, 47, 1, 310, 6, 17, 61, 6, 18, 117, 25, 3]
CDS1	II	296369	297742	[296377, 296380, 296552, 296635, 296639, 296749, 296753, 296848, 296884, 296890, 297077, 297127, 297177, 297181, 297711, 297714, 297716]	[1, 55, 14, 50, 1, 15, 1, 21, 11, 1, 1, 28, 31, 5, 22, 1, 28]
CHS2	II	311898	314789	[312266, 312273, 312460, 312788, 313074, 313382, 313382, 313386, 313507, 313511, 313545, 313548, 313549, 313550, 313754, 313806, 313809, 313810, 313898, 313916, 313917, 313918, 313921, 313951, 313988, 313992, 313993, 313996, 314037, 314043, 314204, 314559, 314562, 314566, 314670, 314681, 314733, 314737]	[80, 1, 43, 319, 2, 11, 1, 134, 1, 65, 88, 1, 1, 1, 54, 2, 1, 42, 16, 3, 1, 3, 251, 38, 296, 3, 1, 1, 352, 32, 9, 13, 24, 11, 30, 1, 275, 14]
REB1	II	334386	336818	[334531, 334534, 334705, 335096, 335100, 335203, 335279, 335283, 335424, 335427, 335448, 335454, 335743, 335951, 335954, 335959, 335959, 335979, 336079, 336080, 336139, 336141, 336144, 336210, 336224, 336331, 336336, 336539, 336542, 336546, 336694, 336702, 336721, 336722, 336726]	[1, 7, 17, 39, 1, 1, 30, 193, 22, 1, 1, 4, 6, 1, 344, 2, 6, 1, 5, 1, 2, 1, 40, 1, 10, 8, 77, 12, 78, 1, 1, 329, 26, 1, 173]
PRP6	II	344602	347301	[344602, 344616, 344633, 344652, 344665, 344669, 344675, 344677, 344683, 344685, 344692, 344713, 344727, 344732, 344746, 344749, 344776, 344782, 344798, 344889, 344894, 344900, 344908, 344952, 345135, 345156, 345359, 345365, 345421, 345774, 345779, 345843, 346190, 346195, 346594, 347277, 347282]	[12, 57, 19, 13, 94, 9, 3, 22, 217, 11, 1, 1, 41, 1, 7, 5, 35, 2, 16, 42, 211, 1, 282, 48, 9, 7, 4, 20, 104, 72, 4, 67, 4, 11, 8, 2, 1]
TSC3	II	356324	356566	[356333, 356390]	[3, 2]
ORC2	II	360652	362514	[361108, 361111, 361116, 361303, 361317, 361321, 361376, 361434, 361725, 361730, 361962, 361966, 362169, 362239, 362321, 362327, 362330, 362353, 362421, 362473, 362477, 362512]	[32, 37, 1, 13, 72, 3, 10, 6, 29, 6, 4, 35, 7, 88, 68, 199, 8, 36, 1, 1, 402, 16]
ALG14	II	379221	379934	[379246, 379581, 379747, 379750, 379932, 379932, 379934]	[5, 10, 41, 1, 2, 1, 2]
RPG1	II	395383	398277	[395389, 395411, 395423, 395447, 395572, 395637, 395751, 395897, 395938, 395954, 395959, 396109, 396197, 396203, 396234, 396235, 396239, 396415, 396423, 396428, 396455, 396460, 396547, 396550, 396554, 396555, 396641, 396643, 396646, 396649, 396799, 396828, 396829, 396832, 397239, 397243, 397392, 397392, 397396, 397502, 397506, 397506, 397564, 397567, 397856, 398037, 398181, 398185]	[102, 55, 19, 2, 2, 121, 7, 3, 45, 3, 7, 43, 1, 53, 6, 1, 13, 66, 74, 5, 101, 1, 1, 1, 1, 1, 1, 193, 1, 112, 28, 33, 25, 1, 47, 15, 25, 1, 102, 28, 1, 2, 1, 32, 122, 16, 12, 1]
SEC18	II	398614	400890	[398655, 398659, 398788, 398793, 398899, 398903, 398906, 399100, 399739, 400205, 400214, 400411, 400416, 400489, 400824]	[44, 17, 3, 22, 5, 41, 8, 1, 11, 4, 18, 1, 18, 38, 2]
RFC5	II	423765	424829	[424053, 424554, 424829]	[38, 6, 13]
POL30	II	424990	425766	[425166, 425236, 425241, 425557]	[16, 1, 68, 20]
YBR089W	II	425183	425782	[425236, 425241, 425557]	[1, 68, 20]
TIM12	II	427155	427484	[427321]	[16]
EXO84	II	445062	447323	[445414, 445622, 445785, 445809, 445840, 446389, 446403, 446407, 446504, 446549, 446638, 446755, 446760, 446827, 446832, 446844, 446873, 446911, 446912, 446917, 446948, 446956, 447025, 447031, 447058, 447070, 447109, 447234, 447241, 447245, 447282, 447322]	[109, 1, 17, 27, 162, 15, 98, 1, 25, 13, 26, 1, 36, 19, 7, 2, 94, 13, 9, 341, 54, 84, 11, 3, 2, 73, 14, 193, 207, 1, 25, 1]
CMD1	II	457919	458362	[]	[]
ALG1	II	458872	460221	[458991, 460087]	[138, 90]
GRS1	II	481364	483367	[481367]	[1]
TFC1	II	484742	486691	[484803, 484940, 485019, 485183, 485229, 486053, 486059, 486415, 486475, 486479, 486630, 486684]	[11, 2, 1, 5, 121, 1, 2, 3, 6, 2, 7, 77]
YBR124W	II	486507	486866	[486630, 486684, 486737, 486759, 486766, 486770, 486774, 486784, 486790, 486791, 486795, 486803, 486807, 486809, 486814, 486816, 486826, 486834, 486845, 486857]	[7, 77, 2, 38, 135, 63, 3, 53, 45, 1, 2, 1, 25, 10, 3, 6, 1, 2, 12, 1]
CKS1	II	504854	505306	[504984, 504999, 505002, 505007, 505128, 505207, 505211]	[10, 120, 1, 1, 47, 108, 3]
MEC1	II	505668	512774	[505671, 505762, 505783, 505792, 505815, 505856, 505860, 505929, 506130, 507161, 507494, 508227, 508266, 508342, 508345, 508360, 508654, 508880, 509058, 509133, 509257, 509261, 509374, 509493, 509497, 509817, 509820, 510150, 510716, 510721, 510818, 510860, 510941, 510946, 511128, 511435, 511488, 511568, 511568, 511572, 511573, 511575, 511610, 511650, 511652, 511653, 511656, 511657, 511657, 511687, 511690, 511692, 511752, 511769, 511820, 511862, 511897, 512051, 512084, 512087, 512091, 512146, 512189, 512193, 512208, 512250, 512289, 512303, 512305, 512306, 512308, 512388, 512408, 512412, 512424, 512429, 512450, 512486, 512494, 512568, 512573, 512593, 512599, 512604, 512655, 512658, 512662, 512662, 512671, 512712, 512773]	[2, 75, 1, 32, 445, 6, 145, 22, 6, 17, 1, 4, 6, 1, 77, 1, 2, 2, 85, 34, 108, 2, 5, 26, 1, 1, 7, 1, 17, 1, 41, 1, 4, 5, 12, 1, 43, 1, 1, 234, 12, 3, 1, 119, 1, 2, 184, 1, 1, 51, 3, 12, 74, 19, 35, 43, 1, 28, 1, 22, 21, 40, 1, 21, 6, 14, 10, 205, 1, 2, 44, 1, 198, 87, 8, 10, 1, 13, 21, 167, 4, 19, 4, 61, 85, 3, 1, 28, 3, 1, 28]
IRA1	II	517350	526628	[517423, 517457, 517489, 517724, 517799, 517809, 518233, 518324, 518330, 518356, 518359, 518362, 518364, 518364, 518367, 518418, 518422, 518629, 519015, 519019, 519128, 519309, 520043, 520047, 520051, 520485, 520624, 520985, 520989, 521197, 521240, 521335, 521399, 521605, 521778, 521874, 521882, 522234, 522239, 522362, 522510, 522516, 522810, 522859, 522960, 522964, 522986, 523284, 523285, 523290, 523574, 523747, 524066, 524246, 524247, 524250, 524253, 524730, 524985, 525018, 525946, 525951, 526105, 526285, 526612, 526617]	[23, 12, 3, 1, 1, 2, 2, 4, 16, 3, 150, 1, 2, 3, 82, 1, 15, 9, 1, 4, 59, 29, 2, 1, 111, 38, 65, 8, 10, 3, 5, 4, 5, 3, 2, 1, 187, 2, 1, 1, 9, 14, 1, 2, 33, 19, 2, 7, 1, 24, 20, 1, 3, 4, 1, 15, 4, 1, 4, 7, 63, 1, 121, 2, 27, 47]
MAK5	II	528317	530638	[528320, 528562, 528726, 529013, 529019, 529110, 529111, 529115, 529439, 529695, 529717, 529721, 529803, 529804, 529808, 529994, 530013, 530056, 530060, 530151, 530155, 530267, 530268, 530272, 530449, 530454, 530454, 530538, 530550, 530564, 530570, 530575, 530582, 530589, 530628]	[15, 60, 53, 130, 17, 2, 1, 236, 34, 297, 12, 6, 1, 23, 179, 10, 5, 24, 15, 1, 3, 19, 10, 16, 128, 1, 36, 329, 1, 3, 94, 31, 1, 2, 20]
SUP45	II	530869	532182	[531449, 531452, 531453, 531463, 531466, 531655, 531666, 531667, 531670, 532150, 532154]	[72, 1, 5, 1, 5, 4, 7, 1, 52, 14, 12]
SPP381	II	546376	547251	[546418, 546439, 546498, 546602, 546603, 546739, 546876, 546880, 547087, 547142, 547232, 547242]	[143, 175, 1, 2, 14, 6, 42, 22, 13, 3, 5, 79]
RIB7	II	547460	548194	[547739, 547889, 548074, 548143]	[12, 80, 6, 10]
RPB5	II	548362	549009	[548467]	[4]
CNS1	II	549771	550928	[549820, 549838, 550161, 550539, 550563, 550740, 550918, 550922]	[2, 6, 108, 2, 7, 1, 1, 2]
AMN1	II	556549	558198	[556662, 556736, 556816, 556902, 556931, 556935, 556956, 557038, 557042, 557044, 557130, 557190, 557201, 557205, 557222, 557238, 557243, 557392, 557448, 557479, 557609, 557626, 557660, 557854, 557971, 557976, 558001, 558072, 558094, 558119, 558157, 558177, 558189]	[26, 6, 4, 1, 5, 2, 312, 204, 1, 1, 211, 60, 2, 28, 8, 12, 1, 3, 2, 9, 10, 10, 26, 91, 1, 50, 1, 3, 1, 2, 9, 197, 17]
CDC28	II	560078	560974	[560083, 560585, 560664, 560732, 560870, 560874]	[1, 2, 2, 3, 3, 118]
POP7	II	571468	571890	[571638, 571716]	[51, 218]
YBR190W	II	605966	606277	[606032, 606103, 606142, 606172, 606181]	[8, 2, 4, 22, 5]
RIM2	II	607652	608785	[607944, 608523, 608754, 608765]	[2, 6, 3, 2]
MED8	II	609082	609753	[609435, 609439]	[29, 1]
PGI1	II	612236	613900	[613167, 613376, 613380, 613426, 613593]	[1, 50, 8, 62, 50]
TAF5	II	616127	618523	[616158, 616376, 616452, 616640, 616646, 616732, 616736, 616741, 616861, 616866, 617047, 617053, 617689, 617693, 617849, 617887, 617990, 617995, 618326]	[1, 6, 22, 6, 25, 1, 6, 32, 9, 2, 9, 5, 6, 4, 1, 59, 21, 1, 2]
MCM7	II	625772	628309	[625954, 626143, 626148, 626269, 626273, 626285, 626558, 626562, 626797, 627156, 627262, 627267, 627273, 627387, 628008, 628096, 628100, 628103, 628182, 628190, 628199, 628244, 628296]	[4, 143, 2, 3, 148, 1, 4, 3, 6, 2, 89, 3, 5, 97, 4, 144, 1, 1, 5, 325, 87, 8, 47]
AME1	II	646158	647132	[646168, 646298, 646322, 646326, 646421, 646615, 646870]	[12, 2, 26, 28, 3, 64, 21]
DAD3	II	684977	685261	[685040, 685044]	[2, 54]
ARC40	II	685438	686592	[685542, 685888, 685895, 686006, 686011, 686106, 686110, 686113, 686248, 686252, 686371, 686374, 686407, 686414, 686484]	[12, 2, 2, 3, 6, 85, 28, 1, 81, 1, 1, 180, 119, 8, 40]
ABD1	II	690383	691693	[690500, 690505, 691350, 691375, 691438, 691442, 691450, 691454, 691502, 691552]	[1, 29, 284, 1, 2, 5, 5, 9, 9, 3]
PRP5	II	691969	694518	[692326, 692332, 692359, 692365, 692373, 692378, 692432, 692438, 692467, 692471, 692766, 692770, 692951, 692961, 693006, 693054, 693262, 693269, 693634, 693638, 694141, 694145, 694155, 694218, 694316, 694408, 694412]	[2, 1, 3, 3, 2, 17, 28, 2, 1, 67, 2, 26, 57, 39, 78, 1, 16, 91, 3, 1, 33, 22, 2, 21, 16, 96, 1]
ALG7	II	705447	706793	[705450, 705695, 706423, 706428, 706759]	[67, 1, 1, 33, 32]
ENP1	II	713004	714455	[713044, 713049, 713053, 713149, 713154, 714252]	[36, 1, 1, 1, 51, 3]
DUT1	II	722611	723054	[722938, 722985, 722990, 723048, 723050, 723052, 723053]	[11, 6, 2, 1, 167, 4, 1]
SRB6	II	723270	723635	[723301, 723321, 723326, 723331, 723341, 723363, 723456, 723459, 723499]	[71, 3, 105, 58, 12, 5, 1, 16, 7]
TRS20	II	723736	724263	[723918, 723922, 723922, 723924, 723927, 724025]	[2, 87, 2, 1, 1, 8]
RIB5	II	727386	728102	[727402, 727406, 727431, 727435, 727703, 727708, 727709, 727841, 728076]	[51, 128, 1, 2, 13, 1, 1, 6, 4]
POP4	II	728885	729724	[729379, 729387, 729488, 729658, 729663]	[122, 1, 193, 85, 88]
TSC10	II	738582	739544	[738731, 738841, 738847, 738971, 738971, 738976, 739298, 739306, 739311, 739482]	[2, 253, 110, 1, 2, 64, 39, 168, 1, 152]
PGS1	III	109105	110670	[109124, 109127, 109134, 109139, 109143, 109155, 109160, 109161, 109163, 109169, 109172, 109174, 109185, 109190, 109195, 109212, 109236, 109240, 109241, 109244, 109272, 109331, 109990, 110015, 110162, 110307, 110418, 110454, 110617, 110669]	[1, 271, 1, 24, 131, 13, 633, 7, 230, 123, 189, 1, 1, 6, 45, 20, 31, 33, 1, 1, 3, 1, 10, 5, 6, 5, 1, 15, 1, 1]
NFS1	III	92777	94270	[92779, 92975, 93115, 93270, 93274, 93467, 93607, 93610, 93611, 93810, 93963, 94014, 94249]	[4, 24, 14, 106, 4, 37, 59, 1, 43, 2, 50, 1, 1]
RRP7	III	64675	65568	[64702, 64820, 64851, 64855, 65124, 65128, 65129, 65250, 65253, 65254, 65285, 65368, 65373, 65453, 65457, 65462, 65462, 65507]	[2, 74, 7, 1, 35, 14, 1, 79, 1, 9, 39, 6, 99, 1, 80, 1, 4, 6]
YCL041C	III	50133	50627	[50189, 50194, 50233, 50255, 50256, 50284, 50286, 50293, 50307, 50310, 50336, 50344, 50350, 50355, 50359, 50361, 50363, 50365, 50368, 50369, 50373, 50376, 50381, 50387, 50387, 50390, 50393, 50400, 50404, 50408, 50416, 50418, 50419, 50422, 50423, 50430, 50444, 50444, 50445, 50445, 50448, 50454, 50517, 50525, 50528, 50536, 50553, 50566, 50574, 50574, 50611, 50622, 50626]	[5, 120, 45, 2, 110, 1, 380, 18, 2, 1, 1, 13, 12, 2, 5, 7, 1, 1, 6, 3, 1, 1, 14, 3, 10, 2, 6, 9, 3, 2, 1, 4, 7, 3, 2, 13, 2, 1, 8, 2, 16, 1, 14, 1, 1, 1, 12, 8, 4, 3, 10, 1, 4]
PDI1	III	48653	50221	[48693, 48706, 48710, 48718, 48735, 48739, 48742, 48745, 48746, 48804, 48811, 49012, 49062, 49112, 49116, 49270, 49391, 49592, 49596, 49597, 49680, 49686, 49686, 49777, 49812, 49816, 49821, 49862, 49866, 49866, 49867, 50026, 50042, 50046, 50189, 50194]	[7, 79, 8, 1, 7, 113, 2, 1, 191, 40, 70, 1, 36, 4, 12, 166, 11, 142, 14, 1, 106, 2, 17, 16, 5, 129, 53, 105, 2, 61, 1, 60, 33, 1, 5, 120]
PBN1	III	34143	35393	[34148, 34158, 34165, 34176, 34242, 34246, 34417, 34533, 34655, 34661, 34692, 34694, 34784, 34820, 34831, 34946, 34997, 35026, 35030, 35321, 35336]	[3, 9, 5, 83, 1, 81, 2, 21, 1, 76, 4, 5, 1, 155, 152, 11, 149, 5, 27, 1, 18]
SPB1	III	31449	33974	[31623, 31628, 31749, 31752, 31756, 31799, 31801, 31804, 31933, 31937, 32088, 32092, 32215, 32262, 32301, 32317, 32611, 32792, 32795, 32856, 33094, 33129, 33240, 33241, 33245, 33480, 33484, 33706, 33713, 33872, 33888, 33910]	[3, 1, 61, 1, 62, 11, 1, 31, 100, 1, 7, 6, 32, 192, 31, 1, 2, 4, 5, 1, 22, 16, 2, 1, 29, 91, 4, 2, 57, 4, 31, 28]
